Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Album_genres_discogs,Backing Vocals_discogs,Written-By_discogs,Adapted By_discogs,Lyrics By [dt.]_discogs,Arranged By_discogs,Composed By_discogs,Lyrics By [Dt. Text]_discogs,Conductor_discogs,Orchestra_discogs,Choir_discogs,Leader [Rundfunk-Tanzorchester Berlin]_discogs,Leader [Rundfunk-Tanzstreichorchester Berlin]_discogs,Lyrics By [German]_discogs,Vocals [Duet]_discogs,Album_year_title_discogs,All_albums_discogs
Đani Maršan,Đani Maršan,Prozor Prema Zalazu,3:40,,,Moje Najljepše Pjesme,1993,['Pop'],,,,,,,,,,,,,,,1993-Moje Najljepše Pjesme,1993-Moje Najljepše Pjesme/2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,"Zbogom, Ljubavi Moja",3:15,,,Moje Najljepše Pjesme,1993,['Pop'],,,,,,,,,,,,,,,1993-Moje Najljepše Pjesme,1993-Moje Najljepše Pjesme
Đani Maršan,Đani Maršan,Misto Kraj Mora,2:50,,,Moje Najljepše Pjesme,1993,['Pop'],,,,,,,,,,,,,,,1993-Moje Najljepše Pjesme,1993-Moje Najljepše Pjesme/2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Pjesme Za Tebe,3:21,,,Moje Najljepše Pjesme,1993,['Pop'],,,,,Stipica Kalogjera,,,,,,,,,,1993-Moje Najljepše Pjesme,1993-Moje Najljepše Pjesme/2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Tuga Na Škoju,3:35,,,Moje Najljepše Pjesme,1993,['Pop'],,,,,,,,,,,,,,,1993-Moje Najljepše Pjesme,1993-Moje Najljepše Pjesme/2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Bože Čuvaj Hrvatsku,3:12,Dragutin Britvić,,Moje Najljepše Pjesme,1993,['Pop'],,,,,,,,,,,,,,,1993-Moje Najljepše Pjesme,1993-Moje Najljepše Pjesme
Đani Maršan,Đani Maršan,Ja te volim,3:02,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,Djevojka iz sna,2:45,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,Mendula,3:34,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put/2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,Na obali,2:44,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,Probudi me,3:03,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,"Adio , bionda",2:57,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,Kad mendule procvitaju,3:28,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,E la barca va,3:24,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,Negdje ima put,3:20,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,"Pričaj mi , o mladosti",3:43,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,Prozor prema zalazu (Instrumental),3:23,,,Negdje ima put,1996,"['Folk, World, & Country']",,,,,,,,,,,,,,,1996-Negdje ima put,1996-Negdje ima put
Đani Maršan,Đani Maršan,CD1,,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Kad Mendule Procvitaju,3:27,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,Na Obali,2:46,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,Probudi Me,3:06,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,Vrime Grozja,3:56,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Ispod Tvojih Prozora,3:23,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Vitar U Provu,3:48,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Jadrane,4:17,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Suza Na Škoju,3:56,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,Kamelija,3:26,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,A Grojze Zori,4:04,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,Lumin,4:07,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,Večeri Boje Naranče,3:40,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,"Adio, Bionda",3:01,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Evviva Maria,3:25,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,E La Barca Va,3:24,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija/2016-The Best Of Collection
Đani Maršan,Đani Maršan,CD2,,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,Pjaca,3:38,,,Zlatna Kolekcija,2008,"['Pop', 'Folk, World, & Country']",,,,,,,,,,,,,,,2008-Zlatna Kolekcija,2008-Zlatna Kolekcija
Đani Maršan,Đani Maršan,U Masliniku,3:32,,,The Best Of Collection,2016,['Pop'],,,,,,,,,,,,,,,2016-The Best Of Collection,2016-The Best Of Collection
Đani Maršan,Đani Maršan,Dugi Otok,3:51,,,The Best Of Collection,2016,['Pop'],,,,,,,,,,,,,,,2016-The Best Of Collection,2016-The Best Of Collection
Đani Maršan,Đani Maršan,Vitar U Provu ,3:47,,,The Best Of Collection,2016,['Pop'],,,,,,,,,,,,,,,2016-The Best Of Collection,2016-The Best Of Collection
Đani Maršan,Đani Maršan,Bonus:,,,,The Best Of Collection,2016,['Pop'],,,,,,,,,,,,,,,2016-The Best Of Collection,2016-The Best Of Collection
