Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Url_diskografija,Song_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
43,wNGUjqQ7_1_43,Zlatko Pejaković,Zlatko Pejaković,Necemo nocas doma,22465,"Pustimo brige sve ce jednom proc'
nek' pjesma traje duboko u noc
pruzimo ruke jedni drugima
tko zna sto sutra nosi sudbina
za sretne godine 
za nove susrete, za nas
 
Zivot je samo prasina i dim 
ne treba nikad zalit' ni za cim
pod ovim nebom svakog ceka dom 
nek' srca nocas luduju po svom
za sretne godine
za nove susrete, za nas

Ref.
Necemo nocas doma
 necemo do zore
jednom se samo zivi
 jednom se umire

Necemo nocas doma 
doma nas znaju svi
za drustvo staro
jednu jos nazdravi

Pustimo brige sve ce jednom proc'
nek' pjesma traje duboko u noc
pruzimo ruke jedni drugima
tko zna sto sutra nosi sudbina
za sretne godine 
sto kraj nas prolaze, za nas

Ref. 2x","https://tekstovi.net/2,685,32247.html",,Nećemo noćas doma,We're not going home tonight,,"Pustimo brige sve će jednom proć',
1
nek' pjesma traje duboko u noć
Pružimo ruke jedni drugima,
tko zna što sutra nosi sudbina
Za sretne godine,
za nove susrete,
za nas. Život je samo prašina i dim,
ne treba nikad žalit' ni za čim
Pod ovim nebom svakog čeka dom,
nek' srca noćas luduju po svom
Za sretne godine,
za nove susrete,
za nas. Nećemo noćas doma,
nećemo do zore
Jednom se samo živi,
jednom se umire
Nećemo noćas doma,
doma nas znaju svi
Za društvo staro,
jednu još nazdravi. Pustimo brige sve će jednom proć',
pjesma nek' traje duboko u noć
Pružimo ruke jedni drugima,
tko zna što sutra nosi sudbina
Za sretne godine,
što kraj nas prolaze,
za nas. Nećemo noćas doma,
nećemo do zore
Jednom se samo živi,
jednom se umire
Nećemo noćas doma,
doma nas znaju svi
Za društvo staro,
jednu još nazdravi","Let's forget our worries, everything will pass,
Let the song last deep into the night
Let's reach out to one another,
who knows what fate tomorrow brings
For happy years,
for new encounters,
for us. Life is only dust and smoke,
it's never necessary to regret anything
Beneath this sky home waits for each of us,
let the heart tonight go as crazy as it wants
For happy years,
for new encounters,
for us. We're not going home tonight,
not before dawn
Everyone only lives once,
everyone dies just once
We're not going home tonight,
at home everyone knows us
For our old friends,
one more toast. Let's forget our worries, everything will pass,
Let the song last deep into the night
Let's reach out to one another,
who knows what fate tomorrow brings
For happy years,
for new encounters,
for us. We're not going home tonight,
not before dawn
Everyone only lives once,
everyone dies just once
We're not going home tonight,
at home everyone knows us
For our old friends,
one more toast",https://lyricstranslate.com/en/ne%C4%87emo-no%C4%87-doma-were-not-going-home-tonight.html,,,,,,,,,,,,,,,,,,
44,wNGUjqQ7_1_44,Zlatko Pejaković,Zlatko Pejaković,Necu,62428,"Ne bi reko da te volim
pa neka se nebo srusi
ne bi prizno cak ni Bogu
da si u dusi

Ne bi vise nikad, vjeruj
preso preko tvoga praga
jezik pregrist cu al' necu
rec' da si draga
 
Dobila si sto si htjela
glava pukla na dva dijela
jedan dio glave boli
a drugi te voli

Ref.
Necu tvoje oci zelene 
vise necu nisu one za mene vise
vise necu tvoje lazi varljive
vise necu tvoje usne lazljive

Nikad nisi bila moja
jesi ali ko da nisi
makar umro ne bi prizno
pod kozom ti si

Ne bi vise nikad, vjeruj
preso preko tvoga praga
jezik pregrist cu al' necu
rec' da si draga

Dobila si sto si htjela
glava pukla na dva dijela
jedan dio glave boli
a drugi te voli

Ref.

Dobila si sto si htjela
glava pukla na dva dijela
jedan dio glave boli
a drugi te voli

Ref.","https://tekstovi.net/2,685,15204.html",,,,,,,,['M. Dimovski'],['Faruk Buljubašić Fayo'],,['Zlatko Pejaković'],1997 - Ni na nebu ni na zemlji,"1998 - Koncert Dom Sportova, Zagreb '98 - uživo",2007 - The platinum collection,,https://diskografija.com/pjesma/necu-12147.htm,Neću,,,,,,"Ne bi rek'o da te volim
Pa neka se nebo sruši
Ne bi prizno čak ni Bogu
Da si u duši

Ne bi više nikad, vjeruj
Preš'o preko tvoga praga
Jezik pregrist ću al' neću
Reć da si draga

Dobila si što si htjela
Glava pukla na dva dijela
Jedan dio glave boli
A drugi te voli

Neću tvoje oči zelene
Više neću nisu one za mene
Više neću tvoje laži varljive
Više neću tvoje usne lažljive

Nikad nisi bila moja
Jesi ali k'o da nisi
Makar umro ne bi prizn'o
Pod kožom ti si

Ne bi više nikad, vjeruj
Preš'o preko tvoga praga
Jezik pregrist ću al' neću
Reć da si draga",Neću,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/necu.html
45,wNGUjqQ7_1_45,Zlatko Pejaković,Zlatko Pejaković,Necu vise mucat,1471,"Cili zivot dobro pazim 
da su moje ruke ciste
al' vidim dobar i budala 
dvi su lude iste

Molaj vamo, molaj tamo 
cini fintu a svi sve znamo
sad me dobro slusaj vako
necu vise tako
 
Jer da partin ove noci
necu da mi bude za
sto san dura a da nisan
jednu ric pisnija

Doza bisa zalila mi
dusu ka fundament
sve cu svakom svoje rec
to je moj testament

Ref. 2x
Necu vise mucat, necu vise gucat
svi ce meni doc na listu
napravit cu baru ..? prid sobon
al' dusa ce mi bit na mistu

Ref. 2x","https://tekstovi.net/2,685,49068.html",,,,,,,,,,,,,,,,,,,,,,,,,
46,wNGUjqQ7_1_46,Zlatko Pejaković,Zlatko Pejaković,Neka cute violine,757,"Neka cute violine
i tisina neka vlada
umire u nama ljubav
gasi se u srcu nada

I poslednji stisak ruke
nek' cutanje nemo prati
jednoga dana bice kasno
kad zazeli da se vrati
 
Ref. 2x
Bice mi potrebna tada
strasna i ogromna snaga
da pogledam te jos jednom
i kazem zbogom draga

Znam da cu u tom casu
mrzeti samoga sebe
ja imam ponosa svoga
i patim vise od tebe

Ref. 2x","https://tekstovi.net/2,685,57805.html",,,,,,,,['Zlatko Pejaković'],['Zlatko Pejaković'],['Aleksandar Sanja Ilić'],['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/neka-cute-violine-12084.htm,Neka ćute violine,,,,,,,,
47,wNGUjqQ7_1_47,Zlatko Pejaković,Zlatko Pejaković,Nemoj Dunave,14576,"Ref.
Nemoj, nemoj, nemoj Dunave
nemoj, nemoj, nemoj Dunave
ljubiti jednako, obje strane tvoje obale

Molim, molim, molim Dunave
molim, molim, molim Dunave
desnoj strani budi ti, budi joj njezniji
 
Kazu mi da otisle su ptice
iz Baranje i okolo nje
kada teces zapjevaj im tiho
da se vrate vrate sve

Posebno te molim budi njezan
kad kraj Vukovara protices mi ti
kazi mu da uskoro ce doci
novi dani, sretniji

Ref.

Molim, molim, molim Dunave

Molim, molim, molim Dunave
ma molim, molim, molim Dunave
desnoj strani budi ti, budi joj njezniji
desnoj strani budi ti, budi joj njezniji
molim, molim, molim Dunave","https://tekstovi.net/2,685,22892.html",,"Nemoj, Dunave","Danube, Don't",,"Nemoj, nemoj, nemoj, Dunave
Nemoj, nemoj, nemoj, Dunave
Ljubiti jednako obje strane tvoje obale. Molim, molim, molim, Dunave
Molim, molim, molim, Dunave
Desnoj strani budi ti, budi joj nježniji. Kažu mi da otišle su ptice iz Baranje i okolo nje
Kada tečeš, zapjevaj im tiho
Da se vrate, vrate sve. Posebno te molim, budi nježan
Kad kraj Vukovara protičeš ti
kaži mu da uskoro će doći
Novi dani - sretniji. Nemoj, nemoj, nemoj, Dunave
Nemoj, nemoj, nemoj, Dunave
Ljubiti jednako obje strane tvoje obale. Molim, molim, molim, Dunave
Molim, molim, molim, Dunave
Desnoj strani budi ti, budi joj nježniji
Desnoj strani budi ti, budi joj nježniji","Danube, don't, don't, don't
Danube, don't, don't, don't
Don't love both your shores the same way. I pray, I pray, I pray, Danube
I pray, I pray, I pray, Danube
Be a bit softer to it, a bit softer to the right side. They tell me birds have left Baranja and the surrounding
When you flow, sing to them softly
To return, all of them to return. I especially bid you, be gentle
When you flow by Vukovar
Tell him soon
New days will come - happier days. Danube, don't, don't, don't
Danube, don't, don't, don't
Don't love both your shores the same way. I pray, I pray, I pray, Danube
I pray, I pray, I pray, Danube
Be a bit softer to it, a bit softer to the right side
Be a bit softer to it, a bit softer to the right side",https://lyricstranslate.com/en/nemoj-dunave-danube-dont.html,['Mario Mihaljević'],['Mario Mihaljević'],['Branimir Mihaljević'],['Zlatko Pejaković'],1996 - Sve najbolje,1996 - Uspomene,2007 - The platinum collection,,https://diskografija.com/pjesma/nemoj-dunave-12137.htm,Nemoj Dunave,,,,,,"Nemoj, nemoj, nemoj Dunave
Nemoj, nemoj, nemoj Dunave
Ljubiti jednako, obje strane tvoje obale

Molim, molim, molim Dunave
Molim, molim, molim Dunave
Desnoj strani budi ti, budi joj nježniji

Kažu mi da otišle su ptice
Iz Baranje i okolo nje
Kada tečeš zapjevaj im tiho
Da se vrate vrate sve

Posebno te molim budi njezan
Kad kraj Vukovara protićeš mi ti
Kaži mu da uskoro će doći
Novi dani, sretniji

Nemoj, nemoj, nemoj Dunave
Ma nemoj, nemoj, nemoj Dunave
Ljubiti jednako, obje strane tvoje obale

Molim, molim, molim Dunave

Molim, molim, molim Dunave
Ma molim, molim, molim Dunave
Desnoj strani budi ti, budi joj nježniji

Desnoj strani budi ti, budi joj nježniji

Molim, molim, molim Dunave",Nemoj Dunave,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/nemoj-dunave.html
48,wNGUjqQ7_1_48,Zlatko Pejaković,Zlatko Pejaković,Nesretnik sam od rodjenja,20892,"Pada noc, odlazim ti ja
svako svom a ja nemam kom'
mozda negdje vjetar srece
zalupit' nam vrata nece
mozda negdje nadjemo svoj mir

Hajdemo noge umorne
cekaju nas ceste daleke
mozda negdje vjetar srece
zalupit' nam vrata nece
mozda negdje nadjemo svoj mir
 
Ref. 2x
Nesretnik sam od rodjenja
cija me to ruka proklela
sve sam pros'o svuda bio
sto imao izgubio","https://tekstovi.net/2,685,32248.html",,,,,,,,,,,,,,,,,,,,,,,"Pada noc, odlazim ti ja
Svako svom a ja nemam kom'
Mozda negdje vjetar srece
Zalupit' nam vrata nece
Mozda negdje nademo svoj mir

Hajdemo noge umorne
cekaju nas ceste daleke
Mozda negdje vjetar srece
Zalupit' nam vrata nece
Mozda negdje nademo svoj mir

Nesretnik sam od rodenja
Cija me to ruka proklela
Sve sam pros'o svuda bio
Sto imao izgubio

Hajdemo noge umorne
cekaju nas ceste daleke
Mozda negdje vjetar srece
Zalupit' nam vrata nece
Mozda negdje nademo svoj mir",Nesretnik sam od rođenja,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/nesretnik-sam-od-rodjenja.html
49,wNGUjqQ7_1_49,Zlatko Pejaković,Zlatko Pejaković,Nisam te zaboravio,16921,"Pitaju me prijatelji
 zasto pijes losa pica
kazuju mi cesto ljudi 
da postoje druga bica

Tvoje ime ne spominju 
znaju da jos stvara boli
tako rado viknuo bih
 da te srce ludo voli
 
Ref. 2x
Nisam, nisam, nisam
nisam te zaboravio
jesam, jesam, jesam
sve sam ti oprostio

Svake noci tebe sanjam
svakoj pjesmi ti si tema
najgora su ipak jutra 
kada shvatim da te nema

Ref. 3x","https://tekstovi.net/2,685,32249.html",Mario Mihaljević,Nisam te zaboravio,I Haven't Forgotten You,,"Pitaju me prijatelji
1
zašto piješ loša pića
Kazuju mi često ljudi
da postoje druga bića. Tvoje ime ne spominju,
znaju da još stvara boli
Kako rado viknuo bih
da te srce ludo voli.. Nisam, nisam, nisam
Nisam te zaboravio
Jesam, jesam, jesam
Sve sam ti oprostio. Svake noći tebe sanjam,
svakoj pjesmi ti si tema
Najgora su ipak jutra
kada shvatim da te nema.. Nisam, nisam, nisam
Nisam te zaboravio
Jesam, jesam, jesam
Sve sam ti oprostio","Friends ask me
""Why do you drink lousy drinks?""
People often tell me
There are other beings out there. They don't mention your nam
Thay know it still means pain
How gladly I'd shout
That my heart loves you like crazy. I haven't, I haven't, I haven't
I haven't forgotten you
I have, I have, I have
I have forgiven you everything. I dream about you every night
To every song you're the theme
Still, the morning are the worst
When I realize you're gone. I haven't, I haven't, I haven't
I haven't forgotten you
I have, I have, I have
I have forgiven you everything",https://lyricstranslate.com/en/nisam-te-zaboravio-i-havent-forgotten-you.html,['Mario Mihaljević'],['Mario Mihaljević'],['Ante Lasan Toni'],['Zlatko Pejaković'],1993 - Zlatko Pejaković '93,1996 - Uspomene,2007 - The platinum collection,,https://diskografija.com/pjesma/nisam-te-zaboravio-7624.htm,Nisam te zaboravio,,,,,,"Pitaju me prijatelji zašto piješ loša pića
Kazuju mi često ljudi da postoje druga bića
Tvoje ime ne spominju, znaju da još stvara boli
Kako rado viknuo bih da te srce ludo voli

Nisam, nisam, nisam
Nisam te zaboravio
Jesam, jesam, jesam
Sve sam ti oprostio

Svake noći tebe sanjam, svakoj pjesmi ti si tema
Najgora su ipak jutra kada shvatim da te nema",Nisam te zaboravio,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/nisam-te-zaboravio.html
50,wNGUjqQ7_1_50,Zlatko Pejaković,Zlatko Pejaković,Obrisi te suze mama,7811,"Znam da ce dugo jos gorijeti nocas
svijetla na prozoru djetinjstva mog
a iza okna ces plakati mama
sto sin tvoj opet napusta dom

Znam da ces dugo jos gledati u tamu
pitat se zasto me odnosi noc
i zasto tuznu te ostavljam samu
zasto sam opet morao poc 
 
Ref.
Obrisi te suze, mama
i nasmijesi se sinu svom 
gdje kod bio mama, ja daleko
u svom srcu nosim tebe i nas dom

Obrisi te suze, mama
i jos jednom mahni sinu svom
gdje god bio mama, ja daleko
u svom srcu nosim tebe i nas dom

Znam da tako je moralo biti
jer svaki rastanak donosi bol 
suvisne rijeci su tad u tom casu 
rijeci kad idem u hladnu noc

Trazim od tebe da sakrijes suze
dok tople brisem jos sa lica svog
a negdje ceka me sad druga zena
smijeh dragi djeciji i novi dom

Ref.

Obrisi te suze, mama
jer dok mene imas, nisi sama","https://tekstovi.net/2,685,32900.html",,,,,,,,['Mario Mihaljević'],['Mario Mihaljević'],['Branimir Mihaljević'],['Zlatko Pejaković'],"1995 - U se, na se... zna se",2003 - U ranu zoru,2007 - The platinum collection,,https://diskografija.com/pjesma/obrisi-te-suze-mama-7651.htm,"Obriši te suze, mama",,,,,,,,
51,wNGUjqQ7_1_51,Zlatko Pejaković,Zlatko Pejaković,Odavde do vjecnosti,2115,"Od mene su davno digli ruke
roditelji, ucitelji strogi
bunili se da svoj zivot zivim
zeljeli da budem kao mnogi

Ja bez grosa uzdignute glave
sirom svijeta ljubih lose zene
al je uvijek jedna sretna zvijezda
na tom putu pratila bas mene
 
Ref.
Odavde do vjecnosti
ima samo jedan put
ne dam se zaustavit
srce moj je ratni drug

Odavde do vjecnosti
gdje je zvijezda rodjena
ima samo jedan put
to je moja sudbina

Ja bez grosa uzdignute glave
sirom svijeta ljubih lose zene
al je uvijek jedna sretna zvijezda
na tom putu pratila bas mene

Rekli su mi nista da ne vrijedim
da sam kockar svoje bijedne srece
da ne zurim i da se postedim
kad ostarim da me niko nece

Ref.","https://tekstovi.net/2,685,51516.html",,,,,,,,['Frane Šiško'],['Marina Tucaković'],,['Zlatko Pejaković'],1988 - Split 88,"1993 - Zlatko Pejaković '93
Aranžman: Mato Došen",2007 - The platinum collection,,https://diskografija.com/pjesma/odavde-do-vjecnosti-7634.htm,Odavde do vječnosti,,,,,,,,
52,wNGUjqQ7_1_52,Zlatko Pejaković,Zlatko Pejaković,"Odgovori, odgovori",7115,"Sto i jedan cujem korak
a nijedan tvoj
sto i jedan tihi uzdah
a svaki, odgovori

Ref.
Odgovori, odgovori 
 draga odgovori
da l' te ova moja tuga
 bar malo zaboli
 
Odgovori, odgovori 
draga odgovori
da l' te nekad za mnom dusa
 bar malo zaboli

Oko mene druge zene
nijedna ko ti
bez tebe mi lijeka nema
moja ljubavi

Ref.

A ti ime nocu zovem
pitam na sav glas
da l' jos negdje ima nade
i srece za nas

Ref. 3x","https://tekstovi.net/2,685,32250.html",Tonci Huljic,"Odgovori, odgovori","Answer, answer",,"Sto i jedan čujem korak
1
A nijedan tvoj
Sto i jedan tihi uzdah
A svaki je moj. Odgovori, odgovori, draga odgovori
Da l' te ova moja tuga
bar malo zaboli
Odgovori, odgovori, draga odgovori
Da l' te nekad za mnom duša
bar malo zaboli. Oko mene druge žene
Nijedna ko ti
Bez tebe mi lijeka nema
Moja ljubavi. Odgovori, odgovori, draga odgovori
Da l' te ova moja tuga
bar malo zaboli
Odgovori, odgovori, draga odgovori
Da l' te nekad za mnom duša
bar malo zaboli. Tebi ime noću zovem
Pitam na sav glas
Da l' još negdje ima nade
I sreće za nas. Odgovori, odgovori, draga odgovori
Da l' te ova moja tuga
bar malo zaboli
Odgovori, odgovori, draga odgovori
Da l' te nekad za mnom duša
bar malo zaboli","I hear a hundred and one step
None of them yours
A hundred and one silent sigh
All of them mine. Answer, answer, darling, answer
Whether this sorrow of mine
Ever hurts you just for a bit?
Answer, answer, darling, answer
Does your soul sometimes hurts
Just for a bit because of me?. Around me - other women
None like you
Without you, there is no cure for me
My love. Answer, answer, darling, answer
Whether this sorrow of mine
Ever hurts you just for a bit?
Answer, answer, darling, answer
Does your soul sometimes hurts
Just for a bit because of me?. Your name I call at night
I ask at the top of my voice
Is there still somewhere hope
And hapiness for us. Answer, answer, darling, answer
Whether this sorrow of mine
Ever hurts you just for a bit?
Answer, answer, darling, answer
Does your soul sometimes hurts
Just for a bit because of me?",https://lyricstranslate.com/en/odgovori-odgovori-answer-answer.html,['Tonči Huljić'],['Marina Tucaković'],['Mato Došen'],['Zlatko Pejaković'],1989 - Zlatko Pejaković,1993 - Zlatko Pejaković '93,1996 - Sve najbolje,1996 - Uspomene,https://diskografija.com/pjesma/odgovori-odgovori-7633.htm,"Odgovori, odgovori","1998 - Koncert Dom Sportova, Zagreb '98 - uživo",2003 - U ranu zoru,2007 - The platinum collection,,,"Sto i jedan čujem korak
A nijedan tvoj
Sto i jedan tihi uzdah
A svaki je moj

Odgovori, odgovori, draga odgovori
Da l' te nekad moja tuga bar malo zaboli
Odgovori, odgovori, draga odgovori
Da l' te nekad za mnom duša bar malo zaboli

Oko mene druge žene
Nijedna ko ti
Bez tebe mi lijeka nema
Moja ljubavi

Tebi ime noću zovem
Pitam na sav glas
Dal još negdje ima nade
I sreće za nas","Odgovori, odgovori",https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/odgovori-odgovori.html
53,wNGUjqQ7_1_53,Zlatko Pejaković,Zlatko Pejaković,Odlazim,643,"Spalit' cu sve sto bilo je
spalit' cu sve, sve zbog nje
pruzi mi ruku pred vratima
ostavljam te, i ostavljam sve

Mozda niz dlan podje
suza, kad sve prodje
mozda mi nekada
zatrebas jos
ali ti, nemoj me cekati
jer nikada vise necu ti doc'
 
Ref.
Odlazim da te zaboravim
odlazim, ja nemam te, ne
mi rekli smo sve

Nocas zauvijek odlazim
vise te ne volim
ostavljam te

Ref. 3x","https://tekstovi.net/2,685,60317.html",,,,,,,https://lyricstranslate.com/en/translator/jezici,,,,,,,,,,,,,,,,,,
54,wNGUjqQ7_1_54,Zlatko Pejaković,Zlatko Pejaković,Oprastam ti,9838,"Sve bi lakse bilo
da si pored mene
samo da te malo vidim
da mi bolje krene

Ja bih drugu al' ne ide
oci samo tebe vide
bez tebe ne brojim godine
 
Ja bih drugu al' ne ide
oci samo tebe vide
bez tebe se bojim sudbine

Ref.
Oprastam ti, sto te nema, sto me neces
oprastam ti, sto se s nekim drugim sreces
samo jedno necu nikada

Otisla si, kad sam srce htio dati
otisla si, nek te moja ljubav prati
ona samo tebi pripada

Sve bih ispocetka
opet samo s tobom
jer ne mogu jos ni danas
tebi reci zbogom

Ja bih drugu al' ne ide
oci samo tebe vide
bez tebe ne brojim godine

Ja bih drugu al' ne ide
oci samo tebe vide
bez tebe se bojim sudbine

Ref.

Otisla si, kad sam prsten htio dati
otisla si, svojom sam te htio zvati
moja ljubav jos ti pripada","https://tekstovi.net/2,685,24163.html",,,,,,,,['Amir Kazić Leo'],['Faruk Buljubašić Fayo'],,['Zlatko Pejaković'],,,,,https://diskografija.com/pjesma/oprastam-ti-12150.htm,Opraštam ti,,,,,,"Sve bi lakse bilo
Da si pored mene
Samo da te malo vidim
Da mi bolje krene

Ja bih drugu al' ne ide
Oci samo tebe vide
Bez tebe ne brojim godine
Ja bih drugu al' ne ide
Oci samo tebe vide
Bez tebe se bojim sudbine

Oprastam ti
Sto te nema, sto me neces
Oprastam ti
Sto se s nekim drugim sreces
Samo jedno necu nikada

Otisla si
Kad sam srce htio dati
Otisla si
Nek' te moja ljubav prati
Ona samo tebi pripada

Sve bih ispocetka
Opet samo s tobom
Jer ne mogu jos ni danas
Tebi reci zbogom

Otisla si
Kad sam prsten htio dati

Otisla si
Svojom sam te htio zvati
Moja ljubav jos ti pripada",Opraštam ti,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/oprastam-ti.html
55,wNGUjqQ7_1_55,Zlatko Pejaković,Zlatko Pejaković,"Otrova, otrova",19717,"Nije htjela, ljubav moju
nije htjela, ljubav koju
cuvao sam samo za nju
cuvao je nocu, danju
uzalud je sve to nece me i eto

Ref. 2x
Otrova, otrova, dajte svima
u krvi je mojoj jos puno ima
otrova, otrova, svi ce za mnom
neka se, neka se, truju sa mnom
 
Nije htjela, nista moje
nije htjela, ruke koje
radile bi samo za nju
radile bi nocu, danju
uzalud je sve to, nece me i eto

Ref. 3x","https://tekstovi.net/2,685,15312.html",,,,,,,,['Zlatko Pejaković'],"['Mario Mihaljević', 'Faruk Buljubašić Fayo']",['Branimir Mihaljević'],['Zlatko Pejaković'],2001 - Pijem da je zaboravim,2003 - U ranu zoru,,,https://diskografija.com/pjesma/otrova-otrova-12175.htm,"Otrova, otrova",,,,,,"Nije htijela ljubav moju
nije htijela ljubav koju
cuvao sam samo za nju
cuvao je nocu danju
uzalud je sve to neceme i eto

Otrova, otrova dajte svima
u krvi je mojoj jos puno ima
otrova, otrova svi ce za mnom
neka se, neka se truju sa mnom

Nije htijela nista moje
nije htijela ruke koje
radile bi samo za nju
radile bi nocu danju
uzalud je sve to neceme je to","Otrova, otrova",https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/otrova-otrova.html
56,wNGUjqQ7_1_56,Zlatko Pejaković,Zlatko Pejaković,Pijem i ja,3876,"Svatko pije jer to prija
pije sluznik, nocobdija
pije gazda, gazdarica
pije sluga, sobarica
pije dida, pije baka
cak i ptica pije svaka
piju zdvojni veseljaci
kukavice i junaci
 
Ref. 2x
Pijem i ja, nek' zna se to
samo mi je ujutro uvijek zlo
samo mi je ujutro uvijek zlo

Piju bokci, bogatasi
i krojaci i kartasi
piju kasni, piju rani
zupnici i kapelani
piju brzi, piju spori
i svima im grlo gori
jer tko zeli vedar biti
dobro vino mora piti

Ref. 3x","https://tekstovi.net/2,685,32252.html",,,,,,,,,,,,,,,,,,,,,,,"Svatko pije jer to prija
Pije služnik, noćobdija
Pije gazda, gazdarica
Pije sluga, sobarica
Pije dida, pije baka
čak i ptica pije svaka
Piju zdvojni veseljaci
Kukavice i junaci

Pijem i ja, nek' zna se to
Samo mi je ujutro uvijek zlo
Pijem i ja, nek' zna se to
Samo mi je ujutro uvijek zlo

Piju bokci, bogataši
I krojači i kartaši
Piju kasni, piju rani
župnici i kapelani
Piju brzi, piju spori
I svima im grlo gori
Jer tko želi vedar biti
Dobro vino mora piti",Pijem i ja,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/pijem-i-ja.html
57,wNGUjqQ7_1_57,Zlatko Pejaković,Zlatko Pejaković,Ranom zorom,2045,"Ranom zorom
kad zaskripi prag
mirno spavaj
k'o da ti nisam drag

Ja sada idem
vrijeme svima sudi
povratka nema
ti se ne budi
 
Ref. 2x
Nemoj, duso
nemoj, duso, da me pratis
neces, neces moci
da me vratis

Suze ne lij
mogle bi zastati
bilo bi se jos
teze rastati

Ja sada idem
vrijeme svima sudi
povratka nema
pa se ne budi

Ref. 2x","https://tekstovi.net/2,685,46268.html",,,,,,,,,,,,,,,,,,,,,,,,,
58,wNGUjqQ7_1_58,Zlatko Pejaković,Zlatko Pejaković,Rijeke tiho teku,14825,"Kisa lije hladno mi je
od sjecanja se ne grije
stigao sam na kraj svijeta
davno bila dvadeseta

Godine sam nanizao
kolajnu sam tebi dao
pa te ljubav moja krasi
i cuva te gdje si da si
 
Ref. 2x
Rijeke tiho teku
uspomenu neku
jos mi nose na tebe
a ja ostario
tebe prebolio
nisam duso nikada

Kada mladost tiho ode
kao oblak iznad vode
necu zalit' svega blaga
da te opet vidim draga

Ref. 2x","https://tekstovi.net/2,685,32253.html",,Rijeke tiho teku,Os rios fluem tranquilamente,,"Kiša lije hladno mi je
Od sjećanja se ne grije
Stigao sam na kraj svijeta
Davno bila dvadeseta. Godine sam nanizao
Kolajnu sam tebi dao
Pa te ljubav moja krasi
I čuva te gdje si da si. Rijeke tiho teku
Uspomenu neku
još mi nose na tebe
A ja ostario
Tebe prebolio
Nisam dušo nikada. Kada mladost tiho ode
Kao oblak iznad vode
neću žalit’ svega blaga
Da te opet vidim draga. Rijeke tiho teku
Uspomenu neku
još mi nose na tebe
A ja ostario
Tebe prebolio
Nisam dušo nikada","Está chovendo forte, me sinto frio
Não se consegue aquecer com as lembranças
Cheguei ao fim do mundo
Os anos vinte foram há muito tempo. Juntei os anos
Dei o colar pra você
Assim o meu amor está te adornando e
Protegendo onde quer que você esteja. Os rios fluem tranquilamente
E estão carregando
uma lembrança de você
Eu envelheci mas
Nunca te ultrapassei, minha alma. Quando a juventude acaba em silêncio
como uma nuvem acima da água
não vou me arrepender de todos os tesouros
Para te ver mais uma vez, meu bem. Os rios fluem tranquilamente
E estão carregando
Uma lembrança de você
Eu envelheci mas
Nunca te ultrapassei, minha alma",https://lyricstranslate.com/en/rijeke-tiho-teku-os-rios-fluem-tranquilamente.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Hrvoje Grčević'],['Zlatko Pejaković'],1994 - Zlatko Pejaković '94,"1998 - Koncert Dom Sportova, Zagreb '98 - uživo",2007 - The platinum collection,,https://diskografija.com/pjesma/rijeke-tiho-teku-7635.htm,Rijeke tiho teku,,,,,,"kiša lije hladno mi je
Od sjećanja se ne grije
Stigao sam na kraj svijeta
Davno bila dvadeseta

Godine sam nanizao
Kolajnu sam tebi dao
Pa te ljubav moja krasi
I čuva te gdje si da si

Rijeke tiho teku
Uspomenu neku
još mi nose na tebe
A ja ostario
Tebe prebolio
Nisam dušo nikada

Kada mladost tiho ode
Kao oblak iznad vode
neću zalit' svega blaga
Da te opet vidim draga",Rijeke tiho teku,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatko-pejakovic/rijeke-tiho-teku.html
