Artist,ArtistDiskografija,Song,Song_ID,Lyrics,Url,Skladba,Stihovi,Aranžman,Izvedba,Album_1,Album_2,Album_3,Album_4,Album_5,Album_6,Album_7,Album_8
Severina,Severina,Mili moj,kxnrI/8e_1_30,"Mili moj, kako nisam prije shvatila
Ko mi je one tajne šifre na mom putu pisao
Ne, ja k'o glupača sam za drugim vidno patila
A ti si bio onaj rubac što mi je suze brisao
O, mili moj, onda si nek'o da me voliš
Ja sam te gledala pogledom neoštrim
Kao, ko je ovaj ovdje
Al' to te nije spriječilo da me jako, strašno poljubiš
I meni dođe, fala bogu... da i ja tebe poljubim

Jer ti si bio moj princ kad sam bila mala
Tebe lako voljet, tebi sebe sam dala
Da me čuvaš, da me maziš
Da me paziš, da me ljubiš
Da me ljubomorno gledaš
Da me nikad nikom ne daš
Mili moj, sad bi se s tobom malo ljubila
I ispod tvog ramena učulila

Mili moj, dok svira lagano muzika
Tu, u krevet kraj mene, se polako ušuljaj
O, pa mi šapni razne stvari
Pa radi što je logika
Jer samo ti me činiš ženom
Ženom lijepom, nasmješenom

Mili moj, da se nismo sreli, stvarno bila bi grjehota
Jer sada znam da te volim, znam da te volim
Znam da te volim...",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/mili-moj.html,['Severina Vučković'],['Severina Vučković'],['Mustafa Softić'],['Severina'],2001 - Pogled ispod obrva,"2002 - Virujen u te (najbolje uživo) - uživo
Aranžman: Nikša Bratoš",2006 - The platinum collection,,,,,
Severina,Severina,Moj sokole,kxnrI/8e_1_31,"Oja noja, bit ćeš mala moja

Tamo iza planina
Preko žita, maslina
Zlatno sunce meni sja
Tu mi je domovina

Oj oj oj oj...
Oj oj... mala moja, joj...

Tu je zemlja ponosna
Rođena iz kamena
U tebi je sva moja sudbina i snaga
Ti si moj heroj, ja sam tvoja draga

Hej, sokole, zagrli me
Hej, sokole, ne brini se
Hej, sokole, čekam te ja
Moj sokole

Šije, šete, šije, šete, šije, šete
Oja noja

Tu je zemlja ponosna
Rođena iz kamena
U tebi je sva moja sudbina i snaga
Ti si moj heroj, ja sam tvoja draga

Hej, sokole, zagrli me
Hej, sokole, ne brini se
Hej, sokole, čekam te ja 
Moj sokole

Šije, šete, šije, šete, šije, šete
Oja noja
Oja noja, oja noja, bit ćeš mala moja
Sokole, moj sokole
Oja noja, oja noja, bit ćeš mala moja
Sokole, hej, sokole
Oja noja, oja noja, bit ćeš mala moja
Sokole
Oja noja.

Hej, sokole, zagrli me 
Hej, sokole, ne brini se
Hej, sokole, čekam te ja
Moj sokole

Šije, šete, šije, šete, šije, šete
Oja noja.
Hopa...
Oja noja.",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/moj-sokole.html,"['Boris Novković', 'Franjo Valentić']","['Severina Vučković', 'Boris Novković']","['Boris Novković', 'Franjo Valentić']",['Severina'],2006 - Split 2006,"2006 - Moja štikla, moj sokole",,,,,,
Severina,Severina,Moja stvar,kxnrI/8e_1_32,"Sve mi je glupo, i sve mi je tlaka
Otvorit ću prozor, treba mi malo zraka
Izbrisat' ću utorak, zaboravit' srijedu
Baš me briga što je, i što nije u redu

Popit ću pivo, osvojiti svijet
Poludi baby, radi što ti padne napamet
Neću da mi život ispadne iz ruku
Želim hodati, a ne da me vuku

Hej, to je moja stvar

Ne govori što je za mene dobro 
Svatko svoje zna
Mene ništa promijenit neće
Ja ću biti ja

Hej, to je moja stvar

Popit ću pivo...",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/moja-stvar.html,['Zrinko Tutić'],['Severina Vučković'],,['Severina'],1996 - Moja stvar,2002 - 18 velikih hitova,"2002 - Virujen u te (najbolje uživo) - uživo
Aranžman: Nikša Bratoš",2006 - The platinum collection,,,,
Severina,Severina,More na leđa,kxnrI/8e_1_33,"E, drage moje,
Garancija nisu ni pamet ni depilirane noge,
Ni frizura, ni slava, ni zanosno gibanje
Jer oni odu kad se tome najmanje nadaš...

Ti si mi bio zakon, bio si k'o brat,
S tobom bi na kraj svijeta, s tobom bi u rat
A ti mi iza leđa, sastaješ se s njom
Sa mojom prijateljicom... (svašta)

Vjerovala sam da o tebi znam je sve
Vezanih očiju bi stigle do tebe
Zašto bar nisi naš'o bolju od mene
Pa da mi žao ne bude

I nek se more okrene na leđa
Ja ne dam nikom da me tako vrijeđa
I nek' u mome srcu još je plima
Sve si mi manji
U mojim očima

O, baš je život čudan, baš me nervira
Ružne ti stvari, hoćeš, nećeš servira... (izvolite)
I taman kad misliš da naučio si sve
On te k'o maher zafrkne... (da ne kažem nešto gore)

(E, jel' tekst ide sve si mi manji... ili...
svejedno, jel' da)",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/more-na-ledja.html,['Đorđe Novković'],"['Severina Vučković', 'Zlatko Sabolek']",['Nikša Bratoš'],['Severina'],,,,,,,,
Severina,Severina,Mornarica mlada,kxnrI/8e_1_34,"Morem plovi lađa puna žena
na vidiku nigdje muška nema
trista žena, trista teških muka
Bože mili, gdje je prva luka
Plovi lađa, valovi je njišu
duga pisma tužne žene pišu
iza njih je sedam oceana
a na srcu sedam rana

Gdje je sada, mornarica mlada
kada tone lađa najslađa 
da je spasi i da požar gasi
ajme lađa se zapalila",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/mornarica-mlada.html,['Zrinko Tutić'],['Nenad Ninčević'],['Nikša Bratoš'],['Severina'],1993 - Dalmatinka,1999 - Paloma nera - uživo,,,,,,
Severina,Severina,Muškarcu samo treba kurva,kxnrI/8e_1_35,"Ljubiš dva bisera
Ispod mog brushaltera
Sanjala sam opet noćas,
Dragi.

Ljubiš me istina
Kao da sam jedina.
Nek sve štima
Makar dok smo,
Nagi.

Onda u panici
Letim na vjenčanici
U mom snu se ovo
Često viđa.

Pitam te kad ćemo
Kažeš: Srce, sad ćemo
Lažeš, lažeš,
A meni se sviđa.

Laku noć, sestrice
Dobre i lude
Bog neka nas čuva.
Sanjajte, svetice
Muškarcu samo, samo
Treba kurva.

Laku noć, sestrice
Dobre i lude
Bog neka nas čuva.
Ništa mu ne treba,
Muškarcu samo, samo
Treba kurva.

Telefon zvoni i
Ćao, ćao pameti
Plove laži
Dugo ko mornari.

Riječi od pamuka,
Prsten ispod jastuka,
Da ti srce stane,
a ustvari",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/muskarcu-samo-treba-kurva.html,['Goran Bregović'],"['Marina Tucaković', 'Goran Bregović', 'Ljiljana Jorgovanović']",['Nino Ademović'],['Severina'],,,,,,,,
Severina,Severina,Na punti Marjana,kxnrI/8e_1_36,"Ljuljala se nasa barka mala
na punti Marjana
poljubac ti velik ja sam dala
dala ti

Otisli smo tako sve do neba
do zvijezde Danice
ponio je vjetar nasa jedra
da zaplove

I ljuljaj me, ljuljaj
lagano do zore
da osjetim tvoje
tople valove

U tvome bi oku
rado mornar bila
u svakoj bi luci
tebe trazila

Ljuljala se nasa barka mala
na punti Marjana
poljubac ti velik ja sam dala
dala ti

Sveti Duje nece ni da cuje
da se mi ljubimo
ali sta je tu je sveti Duje
mi se volimo

Ljuljala se nasa barka mala
na punti Marjana
la la la la la la la
mi se volimo

Ljuljala se nasa barka mala
na punti Marjana.",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/na-punti-marjana.html,,,,,,,,,,,,
Severina,Severina,Ne spavaj mala moja,kxnrI/8e_1_37,"Ne spavaj mala moja, muzika dok svira,
Jer taj ludi ritam nikom ne da mira,
Mama je legla i odavno spava,
Nikad neće znati da si bila s nama.
Čekat ću te još trenutak, mala moja,
Onda odoh plesat sam, onda odoh plesat sam.

Budi se, svi te zovu, muzika se čuje,
Zaigrajmo skupa cijelo društvo tu je,
Tata spava svuda vlada tama,
Niko neće znati da si bila s nama.
Čekat ću te još trenutak, dušo moja,
Onda odoh plesat sam, onda odoh plesat sam.

Jer to je moja mala rock and roll,
Rock and roll, rock and roll,
Rock and roll, rock and roll...
Mala to je rock.",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/ne-spavaj-mala-moja.html,['Goran Bregović'],['Goran Bregović'],['Nikša Bratoš'],['Severina'],,,,,,,,
Severina,Severina,Nit s tobom nit' bez tebe,kxnrI/8e_1_38,"Bijedne mene, jadne mene,
uzdahe po vjetru šaljem.
Niko neće da ih primi, 
vjetar ih nosi dalje. 
Moj je uzdah otišao,
otići će i tvoj s tugom.
Kada se na putu sretnu, 
što će reci jedan drugom?

Niti s tobom nit' bez tebe
nema mojoj boli lijeka.
Kad sam s tobom ubijaš me, 
a bez tebe smrt me čeka. 

Moj je uzdah otišao...",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/nit-s-tobom-nit-bez-tebe.html,,,,,,,,,,,,
Severina,Severina,Od rođendana do rođendana,kxnrI/8e_1_39,"Konačno sam slobodna
Oprezna i ranjiva
Ponekad se budim noću
Al sada mogu sve što hoću
Sve se može srediti
Ali tebe ništa ne može zamijeniti

Ja od rođendana pa do rođendana
Čekam samo poziv tvoj
Makar prazne rijeci
Bit će dovoljne da znam
Da si nekad bio moj

Zabavljam se danima
Po finim restoranima
Ponekad sam slabe volje
Prazno mi je ali bolje
Sve se može srediti
Ali tebe ništa ne može zamijeniti

Svaka nova godina
Slatka nepredvidiva
Danima budućnosti
Tisuću mogućnosti
Sve će se promijeniti
Ali tebe ništa ne može zamijeniti",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/od-rodjendana-do-rodjendana.html,['Saša Lošić'],['Saša Lošić'],,['Severina'],1996 - Moja stvar,2002 - 18 velikih hitova,"2002 - Virujen u te (najbolje uživo) - uživo
Aranžman: Nikša Bratoš",2006 - The platinum collection,2006 - The best of,"2007 - Ultimate collection - Plavi Orkestar
Aranžman: Saša Lošić",,
Severina,Severina,Odlazim,kxnrI/8e_1_40,"Zbog tebe sam bila budna nocima
sa puno suza u ocima
ti si sebe tako vjesto branio
moje sumnje hranio

Mozda sam suvise prastala
o tebi i o sreci mastala
prosli su dani kada sam se vracala
bol me je ojacala

Odlazim iz ovog grada
odlazim jer ti ne vjerujem
a ti mi kao uvijek
reci da pretjerujem

Zbog tebe sam bila budna nocima
sa puno suza u ocima
prosli su dani kada sam se vracala
bol me je ojacala",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/odlazim.html,['Zrinko Tutić'],['Jurica Pađen'],['Nikša Bratoš'],['Severina'],,,,,,,,
Severina,Severina,Paloma nera,kxnrI/8e_1_41,"Paloma blanca putuje
Na daleke obale
Paloma nera ostaje
Nema tebi do mene
Paloma nera

Da je meni nebom letjeti
Ulala, ulala nebom letjeti
I na tvoje rame sletjeti
Ulala, ulala rame sletjeti

Šaptala bih nježne riječi ljubavne
Nigdje nečeš naći bolju od mene
I sve ptice kad jugu polete
Tvoja mala s tobom ostaje

Paloma blanca putuje
Na daleke obale
Paloma nera ostaje
Nema tebi do mene
Ma šta će meni blaga sva
Kada tebe imam ja
Jer ti si moje najdraže
I srcu mom najmilije
Ja sam tvoja ljubav sva
I sreća najveća

Da je meni oči sklopiti
Ulala, ulala oči sklopiti
Iznad mora tebe ljubiti
Šaptala bih nježne riječi ljubavne
Nigdje nečeš naći bolju od mene
I sve ptice kad jugu polete
Tvoja mala s tobom ostaje",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/paloma-nera.html,['Zrinko Tutić'],['Nenad Ninčević'],['Nikša Bratoš'],['Severina'],1993 - Dalmatinka,1999 - Paloma nera - uživo,1999 - Paloma nera - uživo,2000 - The best of Tutico 5 - Hitovi 2000,2002 - 18 velikih hitova,2006 - The platinum collection,,
Severina,Severina,Pogled ispod obrva,kxnrI/8e_1_42,"Bila je noć i strašna gužva oko mene
I kroz dim cigareta
Imala sam osjećaj da me netko gleda
Da sam nečija meta
On je sjedio u sebe siguran
I u svoje mjesto
Takav pogled ispod obrva ne vidim često
Iz znatiželje sam zastala
Pamet se odmah s glavom rastala
Kao da je nikad nisam ni imala
Brak što ne valja
I više ne znam šta je bilo
Ni tko je svirao
Bez naloga na pretres već me je dirao

Otada luda sam za njim
Pogledom vučijim.
Otada više nikoga ne vidim, pa ni sebe
Al odbolovat ću te ja, s čašom tuge u rukama
I sa društvom koje i ne poznajem
Odbolovat ću te ja
Znaš kako čvrsto na nogama
Ali nikad pogled ispod obrva

Više ga nisam nikad vidjela
A kamoli često
Al kao aureola u onom bircu
Svijetli ono mjesto
S kog me je on nišanio
Pogledom lako, sigurno
Nišanio, još lakše ranio",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/pogled-ispod-obrva.html,['Severina Vučković'],['Severina Vučković'],['Nikša Bratoš'],['Severina'],2001 - Pogled ispod obrva,2002 - Virujen u te (najbolje uživo) - uživo,2006 - The platinum collection,,,,,
Severina,Severina,Poželi me,kxnrI/8e_1_43,"Vjerujem u ljubav prvog pogleda
ili ljude, ljude lijepog osmijeha
ti me cinis sretnom cak i kada znam
da mi nisi blizu i da nisi sam

Kad odrastem htjela bih biti kao ti
malo ljubiti pa otici
vjerujem da sutra mogu zivjet' ja
s vremena na vrijeme od tvog pogleda

Pozeli me
s tvojim ocima, s tvojim mislima
gdje si sad ti
povedi me u novi svijet
pozeli me",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/pozeli-me.html,['Zrinko Tutić'],['Severina Vučković'],['Nikša Bratoš'],['Severina'],1995 - Trava zelena,2006 - The platinum collection,,,,,,
Severina,Severina,Prijateljice,kxnrI/8e_1_44,"azurno nebo, čekamo zoru,
pet šest mladih golubica,
nasmiješena su im lica i poslije mnogo godina
u mome srcu draga sličica, zajedno smo
momke gledale, zajedno po rivi šetale,
pravile se da smo važne, da smo pametne
i snažne, sanjale smo zemlje daleke.

Hej ljepotice moje prijateljice,
gdje su naši snovi ostali,
hej sve smo mi kao ptice selice,
svaka svome jugu odleti,
djevojčice žene postale,
neke su se već i udale,
a ja još čekam azurne zore.

Ja još želim preplivati more,
ja još sanjam zemlje daleke",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/prijateljice.html,['Severina Vučković'],['Severina Vučković'],['Vedran Ostojić'],['Severina'],1998 - Djevojka sa sela,2002 - 18 velikih hitova,"2002 - Virujen u te (najbolje uživo) - uživo
Aranžman: Nikša Bratoš","2005 - Cocktail - uživo
Aranžman: Nikša Bratoš",2006 - The platinum collection,2006 - The best of,,
Severina,Severina,Priznajem,kxnrI/8e_1_45,"Htio ti to ili ne
na ovom svijetu ti si meni sve
idu dani, idu godine
a nitko nije mi bio
tako drag i mio

Mjesec sija, ledena je noc
ja se pitam kada ces mi doc'
u mom srcu nasa ljubav stanuje
jer nitko nije mi bio
tako drag i mio

Priznajem tu pred svima
da te svud po meni ima
da te vidim na svakom koraku
kada disem svuda si u zraku

Stavio si svoje poljupce
kao pecat na moje usnice
ti si sunce, ti si moje sve
jer nitko nije mi bio
tako drag i mio",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/priznajem.html,['Severina Vučković'],['Severina Vučković'],['Vedran Ostojić'],['Severina'],,,,,,,,
Severina,Severina,Prva djevojka,kxnrI/8e_1_46,,https://cuspajz.com//tekstovi-pjesama/pjesma/severina/prva-djevojka.html,['Zrinko Tutić'],['Zrinko Tutić'],['Nikša Bratoš'],['Severina'],1992 - Severina,1999 - Paloma nera - uživo,2002 - 18 velikih hitova,2002 - Virujen u te (najbolje uživo) - uživo,2006 - The platinum collection,2006 - The best of,,
Severina,Severina,Radujte se narodi,kxnrI/8e_1_47,,https://cuspajz.com//tekstovi-pjesama/pjesma/severina/radujte-se-narodi.html,,,,,,,,,,,,
Severina,Severina,Razočarao si me,kxnrI/8e_1_48,,https://cuspajz.com//tekstovi-pjesama/pjesma/severina/razocarao-si-me.html,,,,,,,,,,,,
Severina,Severina,Rođena da budem prva (with Lana),kxnrI/8e_1_49,"(Lana)
Reci sto je falilo
u nasem malom gnijezdu
zar ti nisam skinula
zadnju s neba zvijezdu
reci sto je falilo
da pronadjem i to 
a onda idi kud god znas
jer je gotovo

(Lana & Severina)
i to sto sam dala i ljubav i dom
nije pomoglo ti radis po svom
meni ne treba sa tvog stola mrva 
ja sam rodjena da budem prva
i to sto sam dala za tebe bas sve
ti si bacio na putu do nje
meni ne treba sa tvog stola mrva 
ja sam rodjena da budem prva

(Severina)
sto mi nisi rekao
kad je poslo krivo
znas da bi ucnila
za tebe sve zivo
sto mi nisi pruzio
jednu pravu sansu
prije nego krenuo si s njom u malu romansu.",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/rodjena-da-budem-prva-with-lana.html,['Milana Vlaović'],['Milana Vlaović'],,"['Severina', 'Lana']",{'2003 - Lana'},{'2006 - The platinum collection\nAranžman: Mustafa Softić'},{'2010 - Kopija\nAranžman: Mustafa Softić'},,,,,
Severina,Severina,Savršena žena,kxnrI/8e_1_50,"čudno ti ponekad izgledam, znam
kada na način kriv ljubav ti dam
pogrešno učini srce za čas
al' ja sam ta koja živi samo za nas

A ti si prije mene prošao baš sve
sve gradove i sve žene, sve ispite
ne moraš meni biti ni dobar ni lijep
jer, dragi moj, svejedno je, ja volim te

Ja sam za tebe savršena, najbolja
ja bih za tebe istog trena umrla
ima most od srca mog do srca tvog
ja te volim najviše, više voli samo Bog

nježno me zagrli u šetnji kroz grad
ljubav je sve što imamo sad
ti si sve radio i bio si svoj
al', najdraži, jednostavno, sada si moj",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/savrsena-zena.html,['Tihomir Preradović'],['Faruk Buljubašić Fayo'],['Dejan Orešković'],['Severina'],,,,,,,,
Severina,Severina,Sklopi oči muzika dok svira,kxnrI/8e_1_51,"Kako lupa srce u grudima
valjalo bi nekuda gradom poći
uzmi me za ruku jer dosadno
spavati u kući je ove noći
svuda plave zvijezde će sjati
mogli bi do zore mi ostati

Sklopi oči muzika do dok svira
mojoj duši noćas nema mira
sklopi oči dobro bi bilo
zauvijek sa tobom biti

Sklopi oči muzika do dok svira
mojoj duši noćas nema mira
sklopi oči, dobro bi bilo
zauvijek sa tobom ostati

Kako lupa srce u grudima
valjalo bi nekuda gradom poći
uzmi me za ruku jer dosadno
spavati u kući je ove noći
svuda plave zvijezde će sjati
mogli bi do zore mi ostati

Sklopi oči dobro bi bilo
zauvijek sa tobom ostati",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/sklopi-oci-muzika-dok-svira.html,,,,,,,,,,,,
Severina,Severina,Slobodna,kxnrI/8e_1_52,"Ja ne želim biti ukras
Pred tvojim znancima
I neću biti ptica ni u zlatnim lancima
Još mislim svojom glavom

I neću biti dobra
Kad ti to poželiš
Neću biti orden da me dodijeliš
Još mislim svojom glavom

Slobodna lakše dišem
Život svoj sama pišem
Ljubav nije igračka
Nema je u knjigama
Dolazi sama

Slobodna i bez tebe
Čuvam još dio sebe
I kada tijelu dopustim
Srca lako ne dajem
Ja tako trajem

I sve te tvoje priče
O vezi svemirskoj
Ma ne pušim te fore
I zbogom, mali moj
Još mislim svojom glavom",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/slobodna.html,['Tihomir Preradović'],['Faruk Buljubašić Fayo'],,['Severina'],,,,,,,,
Severina,Severina,Srce dječije,kxnrI/8e_1_53,"Kako treba ovog svijeta
da je srce u djeteta,
Kao ljiljan nek je čisto,
kao rosa nek je bistro.
Ko ružica nek je smjerno,
ko zrcalo nek je vjerno.
Nek se sveže ovo vrelo,
nek je čilo i veselo.
Kao ptica na grani,
kao da se nekud kani.
SVAKOG DANA U RAJ DIĆI
DRUŽITI SE SA AN?ELIĆIM",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/srce-djecije.html,,,,,,,,,,,,
Severina,Severina,Sutra odlaziš,kxnrI/8e_1_54,"noćas lakše bi bilo
da srce ne boli
kako ću sama bez tebe
bez tvoje ljubavi

Mnogo će dana još proći
dok tebe prebolim
neću nikada moći
da te zaboravim

Ljubi me još ovu noć
jer zora brzo će doć
jer zora brzo će doć
ti sutra odlaziš

noćas lakše bi bilo
da srce ne boli
kako ću sama bez tebe
bez tvoje ljubavi",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/sutra-odlazis.html,['Tomislav Mrduljaš'],['Bratislav Zlatanović'],['Remi Kazinoti'],['Severina'],,,,,,,,
Severina,Severina,"Sve što imam, to si ti",kxnrI/8e_1_55,"Svaki moj dan ti obojiš osmijehom
zbog toga znam da u drvo pokucam
kad pričam o tom ja govorim glasnije
i priznajem, volim kad nam zavide

Sve što imam, to si ti
ja zbog tebe postojim
ti si nježan poput šapata
i ulaziš na prstima u svaki moj san

Reći ćeš da ponekad pretjerujem
kad govorim da ne bi znala bez tebe
kad pričam o tom ja govorim glasnije
i priznajem, volim kad nam zavide

Sve što imam, to si ti
ja zbog tebe postojim
želim da znaš
zbog tebe ja postojim
sve što imam, to si ti.",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/sve-sto-imam-to-si-ti.html,['Dino Dvornik'],['Zlatan Stipišić Gibonni'],['Nikša Bratoš'],['Severina'],,,,,,,,
Severina,Severina,Šta me sada pitaš šta mi je,kxnrI/8e_1_56,"Ne nisi ti kriv što si u blizini bio tako daleko
Mada čisto sumnjam da ćeš ikom biti bliži
Ti stvarno nemaš nikakve veze sa tim
Što više nikom ne dam da mi se tako približi

Da, donosio si stvari koje me vesele
Valjda svak dobije ono što zasluži
Dobro si znao što me raduje
Ali nikad ono što me rastuži

Šta me sad pitaš šta mi je
Što nisi pitao ranije
Što nisi gledao znakove kraj puta
Sad više nisam ni tužna ni ljuta
Svejedno je
Šta me sad pitaš kako si lopove moje mladosti
Puno sam bolje od kad te nema
Al sam i dalje nesretna žena
Sretno ti
Moja bivša radosti

Mili moj svaka povijest se ponavlja
Pitam se što nisam starije slušala 
Nego sam krenula u krivom smjeru
Opet sam bila nekom samo orden na reveru

Al to je tako sve prave ljubavi su tužne
Kako je tek onima koji nisu prave bile
Neću te kleti i ništa ružno željeti
Al ništa lijepo na tebe neće me sjećati

Šta me sad pitaš šta mi je
Što nisi pitao ranije
Što nisi gledao znakove kraj puta
Sad više nisam ni tužna ni ljuta
Svejedno je
Šta me sad pitaš kako si lopove moje mladosti
Puno sam bolje od kad te nema
Al sam i dalje nesretna žena
Sretno ti
Moja bivša radosti
Sretno ti moja bivša ljubavi
Sretno ti
I živio",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/sta-me-sada-pitas-sta-mi-je.html,,,,,,,,,,,,
Severina,Severina,Tako je to,kxnrI/8e_1_57,"Samo idi gdje hoćeš, ako te tako veseli
I radi bez mene, sve što ti srce poželi
Ti si sretan, sretna i ja
Bit ću jednom k'o zna čija
Al' čini mi se više neću biti živa
Bojim se, ali tako je to

Baci čašu visoko, past će na tlo
Kamen u vodu, taknut će dno
Granu u vatru, izgorijet će sva
Baci mene od sebe
I umrijet ću ti ja

Da mi je da zaboravim sve
I da mi ne fališ kada se oči zatvore
Ti si sretan, sretna i ja
Bit ću jednom k'o zna čija
Al' čini mi se više neću biti živa
Bojim se, ali tako je to",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/tako-je-to.html,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],['Severina'],2001 - Pogled ispod obrva,"2002 - Virujen u te (najbolje uživo) - uživo
Aranžman: Nikša Bratoš",,,,,,
Severina,Severina,"Tata, tata, čuješ muziku",kxnrI/8e_1_58,"U bravu ključ je stavio
i vani mi zabranio
moj tata stvarno ne shvaća
osamnaest mi je godina

Na meni nova suknjica
tek malo iznad koljena
a tata kaže ne i ne
to jako pali mangupe

O tata, tata čuješ li muziku
svi se raduju
o tata, tata molim te, molim te
ritam je strašan pusti, pusti me
o tata, tata čuješ li muziku, muziku

U sobi baš je dosadno
on kaže slušaj radio
moj tata stvarno ne shvaća
osamnaest mi je godina

Na meni tijesna majica
na prvi pogled ubija
a tata kaže ne i ne
to jako pali mangupe",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/tata-tata-cujes-muziku.html,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],['Severina'],2001 - Pogled ispod obrva,"2002 - Virujen u te (najbolje uživo) - uživo
Aranžman: Nikša Bratoš",,,,,,
Severina,Severina,Ti si moj,kxnrI/8e_1_59,"Ti si moj
Moj i Božiji
Ti si moj 
I više ničiji
Nek' svi odu 
Samo nemoj ti
Moja ljubavi

Ja ću tebe uvijek ljubiti
I ako odeš to me može ubiti
Ja sad letim tvojim krilima
Moja ljubavi ne diraj

Ne dam te, ne dam nikome
Što ću ja sama bez tebe
Jer ja sam s tobom srce slomila
Moja ljubavi jedina

Na tvom ramenu ja sam spavala
Tvojim očima zoru gledala
Želim da to znaš, ja zbog tebe postojim
Sve bih dala da te zadržim

Ti si moj, moj i Božiji
Ti si moj i više ničiji
Ja sad letim tvojim krilima
Moja ljubavi jedina",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/ti-si-moj.html,['Zrinko Tutić'],['Nenad Ninčević'],['Nikša Bratoš'],['Severina'],1993 - Dalmatinka,1999 - Paloma nera - uživo,,,,,,
Severina,Severina,Ti si suza na mome jastuku,kxnrI/8e_1_60,"kad bi znala ko te noćas ljubi
čija ruka miluje
ko te jutrom rano budi
dok ja mislim na tebe

vratit ćeš se ako ima sreće
vjetrove ću moliti
srce moje nikog neće
kao tebe voljeti

ti si suza na mome jastuku
što mi duši krade snove
ti si suza bez koje ne mogu
oko moje, oko moje nevjerno

vratit ćeš se ako ima sreće
vjetrove ću moliti
srce moje nikog neće
kao tebe voljeti

ti si suza na mome jastuku
što mi duši krade snove
ti si suza bez koje ne mogu
oko moje, oko moje nevjerno

ti si suza na mome jastuku
što mi duši krade snove
ti si suza bez koje ne mogu
oko moje, oko moje nevjerno.",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/ti-si-suza-na-mome-jastuku.html,,,,,,,,,,,,
Severina,Severina,Tridesete,kxnrI/8e_1_61,"Učinilo mi se da kažeš
Grudi su ti kao
rahatlokumi.
Polako tvoja ruka kreće
Mislim, Bože, nek radi
Što naumi.

A ti od prvoga minuta
Znaš da ovo vodi
Do kreveta,
A ja od prvoga minuta
Znam bit ćeš moj muž
Otac mog djeteta.

Na prvi pogled
Čini ti se sve će biti
Kao i obično.
A ja na prvi pogled znam
Izabrala sam odlično.

Shvati ovako, ili onako
Samo nemoj naopako.
To je ko ljubav
Vrlo slično
Tridesete,
ništa neobično.

Da li sam ja skroz
Pameću skrenula
Kad sam ti tako nešto
Spomenula.
To su samo prvi znaci,
Prvi znaci da me sjete
Lete mi, lete
Tridesete.",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/tridesete.html,['Sezen Axu'],"['Marina Tucaković', 'Goran Bregović', 'Ljiljana Jorgovanović']",['Nino Ademović'],['Severina'],,,,,,,,
Severina,Severina,Tužna pjesma,kxnrI/8e_1_62,"Rasuo se jedan život
Rasuo se svijet
Slomljnih krila ptice
Ne može u let

Ne mogu ja živjet više
Za vratom mi tuga diše
Tuga je za tobom ostala

Neću, neću nikog zlato
Neću voljet ja
Makar duša za života
Sama ostala

Lijepa li sam, mlada li sam
Ali sretna nisam, nisam
Sreća je sa tobom otišla",https://cuspajz.com//tekstovi-pjesama/pjesma/severina/tuzna-pjesma.html,['Severina Vučković'],['Severina Vučković'],['Ante Pecotić'],['Severina'],,,,,,,,
