Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Url_diskografija,Song_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Aranžman_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Album_genres_discogs,Music By_discogs,Lyrics By_discogs,All_albums_discogs
M58jOCzX_1_10,Aerodrom,Aerodrom,Kvari sve,10566,"Budi me prije jutra
javlja mi, stizem sutra
dolazi, baca stvari
tjera me, hajde, stari

Bojim se da joj kazem
kako me boli glava
a zapravo nije mi nista
meni se samo spava
 
Ref.
Kad je sa mnom
kvari sve, kad je nema
ne mogu bez nje

Dovodi svoje drustvo
sarene i cudne ljude
sto gledaju prema nebu
stalno me necim nude

Ref.

Ne znam
gdje mi je pocetak
pitam je, a kad ce kraj
ona se samo smije
i sapuce, sad si high

Ref.

","https://tekstovi.net/2,1073,14838.html",,Kvari se,,,"Budi me prije jutra
javlja mi, stižem sutra
dolazi, baca stvari
tjera me, hajde, stari. Bojim se da joj kažem
kako me boli glava
a zapravo nije mi ništa
meni se samo spava. Ref.
Kad je sa mnom
kvari sve, kad je nema
ne mogu bez nje. Dovodi svoje društvo
šarene i čudne ljude
što gledaju prema nebu
stalno me nečim nude. Ref.. Ne znam
gdje mi je početak
pitam je, a kad će kraj
ona se samo smije
i šapuče, sad si high. Ref.",,https://lyricstranslate.com/en/aerodrom-kvari-se-lyrics.html,,,,,,,,,,,,,,"Budi me prije jutra
Javlja mi, stižem sutra
Dolazi, baca stvari
Tjera me, hajde stari.

Bojim se da joj kažem
Kako me boli glava
A zapravo, nije mi ništa
Meni se samo spava.

Kad je sa mnom, kvari sve
Kad je nema, ne mogu bez nje.

Dovodi svoje društvo
Šarene i čudne ljude
Što gledaju prema nebu
Stalno me nečim nude.

Kad je sa mnom, kvari sve
Kad je nema, ne mogu bez nje.

Ne znam gdje mi je početak
Pitam je, a kad će kraj
Ona se samo smije
I šapuće, sad si high.

Kad je sa mnom, kvari sve
Kad je nema, ne mogu bez nje.",kvari sve,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/kvari-sve.html,Aerodrom,Kvari Sve,2:56,Flash Back (15 Originalnih Hitova 1979-86),1996.0,['Rock'],,,1996-Flash Back (15 Originalnih Hitova 1979-86)
M58jOCzX_1_11,Aerodrom,Aerodrom,Laz,2159,"Ref.
Laz stoljecima caruje
svoje sluge daruje
bogato i besramno

Laz zmija je u njedrima
plovi punim jedrima
vjesto kamuflirana
 
Istina je glupi nacin
da navuces nevolju
ne izazivaj zlo
svako u njoj vidi
samo iskrivljeno zrcalo

Da li ti je jako stalo
da pred sobom budes cist
kakva je draz
ljudi puno vise vole
dobro odmjerenu laz

Ref.

Reci ono sve sto mislis
zadovolji krvnika
zaradjujem bezbolnom
i brzom smrcu
istinom nagradjujem

Prica kaze, jednog dana
svi ce biti jednaki
svako imat' ce sve
samo treba biti strpljiv
i vjerovat' u drugove

Ref. 2x","https://tekstovi.net/2,1073,44298.html",,Laž,Lie,Dukat i pribadače,"(Refren)
1
Laž, stoljećima caruje
svoje sluge daruje bogato i besramno
Laž, zmija je u njedrima
plovi punim jedrima, vješto kamuflirana. Istina je glupi način da navučeš nevolju
Ne izazivaj zlo
Svako u njoj vidi samo iskrivljeno zrcalo
Da li ti je jako stalo da pred sobom budeš čist
Kakva je draž
Ljudi puno više vole dobro odmjerenu laž. (Refren). Reci ono sve što misliš, zadovolji krvnika
Zarađujem
bezbolnom i brzom smrću, istinom nagrađujem
Priča kaže, jednog dana svi će biti jednaki
svatko imat će sve
samo treba biti strpljiv i vjerovat u drugove. (Refren)","Ref.
Lie, rules for centuries
contributes its services abundantly and unashamed
Lie, is a snake in bosoms
navigates full sail, skillfully camouflaged. Truth is a stupid way to pull in trouble
Don't provoke evil
Everyone only sees in truth a distorted mirror
Do you strongly care to see clearly in front of you
What a charm
People love the well-measured lie much better. Ref.. Say all that you think, it satisfies the butcher
I earn
With painless and quick death, and reward with truth
Story goes that one day all will be equal
All with have everything
They only need to be patient and believe in others. Ref.X2",https://lyricstranslate.com/en/la%C5%BE-lie.html-1,['Jurica Pađen'],['Jurica Pađen'],['Aerodrom'],1984 - Dukat i pribadače,1996 - Flash back,,,https://diskografija.com/pjesma/laz-5863.htm,Laž,,,,,"Laž, stoljećima caruje
Svoje sluge daruje bogato i besramno
Laž, zmija je u njedrima
Plovi punim jedrima, vješto kamuflirana.

Istina je glupi način da navučeš nevolju
Ne izazivaj zlo
Svako u njoj vidi samo iskrivljeno zrcalo
Da li ti je jako stalo da pred sobom budeš čist
Kakva je draž
Ljudi puno više vole dobro odmjerenu laž.

Laž, stoljećima caruje
Svoje sluge daruje bogato i besramno
Laž, zmija je u njedrima
Plovi punim jedrima, vješto kamuflirana.

Reci ono sve što misliš, zadovolji krvnika
Zaradujem
Bezbolnom i brzom smrću, istinom nagrađujem
Priča kaže, jednog dana svi će biti jednaki
Svako imat će sve
Samo treba biti strpljiv i vjerovat u drugove.

Laž, stoljećima caruje
Svoje sluge daruje bogato i besramno
Laž, zmija je u njedrima
Plovi punim jedrima, vjesto kamuflirana.",laz,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/laz.html,Aerodrom,Laž,4:05,Dukat I Pribadače,1984.0,['Rock'],,,1984-Dukat I Pribadače/1996-Flash Back (15 Originalnih Hitova 1979-86)/2008-The Ultimate Collection/2018-Original Album Collection
M58jOCzX_1_12,Aerodrom,Aerodrom,Ljubav nije knjiga,2587,"Kapci od olova
tonem u prvi san
al' izgleda u krivo vrijeme
tebi se ide van

Vristis po stanu
da te ne razumijem
a ja ne znam da l' da spavam
ili da te ubijem
 
Ref.
Duso, prestani me muciti
znas da ljubav nije kao knjiga
koja moze se nauciti

Ona uvijek nosi nesto novo
poput vjetra koji nikada
niko nije uspio uloviti

U tvojim ocima
trza se noc
tek sa leptirom zore
ponovo ces doc'

Ruz ti je na usnama
ne smijem te ljubiti
plasis me kad sve naucim
da cu te izgubiti

Ref.

Ref. 3x","https://tekstovi.net/2,1073,44292.html",,,,,,,,['Jurica Pađen'],['Jurica Pađen'],['Aerodrom'],1986 - Trojica u mraku,1996 - Flash back,,,https://diskografija.com/pjesma/ljubav-nije-knjiga-5862.htm,Ljubav nije knjiga,,,,,"Kapci od olova, tonem u prvi san
Al' izgleda u krivo vrijeme, tebi se ide van
Vristis po stanu da te ne razumijem
A ja ne znam dal' da spavam ili da te ubijem.

Duso, prestani me muciti
Znas da ljubav nije kao knjiga koja moze se nauciti
Ona uvijek nosi nesto novo
Poput vjetra koji nikada niko nije uspio uloviti.

U tvojim ocima trza se noc
Tek sa leptirom zore ponovo ces doc'
Ruz ti je na usnama, ne smijem te ljubiti
Plasis me kad sve naucim, da cu te izgubiti.

Duso, prestani me muciti
Znas da ljubav nije kao knjiga koja moze se nauciti
Ona uvijek nosi nesto novo ...",ljubav nije knjiga,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/ljubav-nije-knjiga.html,Aerodrom,Ljubav Nije Knjiga,3:50,Metar Vina / Ljubav Nije Knjiga,1986.0,['Rock'],,,1986-Metar Vina / Ljubav Nije Knjiga/1986-Trojica U Mraku/1996-Flash Back (15 Originalnih Hitova 1979-86)/2018-Original Album Collection
M58jOCzX_1_13,Aerodrom,Aerodrom,Metar vina,2079,"Popio sam nocas metar vina
kaze doktor da mi fali vitamina
smotao sam poslije
jednu dobru pljugu
bas je legla na tu silnu cugu
pa kaze

Sto je fino (puno)
kad ti vece krene
jos da mi je samo
dobre zene
kaze","https://tekstovi.net/2,1073,44293.html",Jurica Padjen,Metar vina,,,"Popio sam noćas metar vina
Kaže doktor da mi fali vitamina
Smotao sam poslije jednu dobru pljugu
Baš je legla na tu silnu cugu.. Pa kaže ...
Hu hu, hu hu hu hu hu.. Što je fino kad ti veće krene
Još da mi je samo dobre žene. Što je fino puno kad ti veće krene
Još da mi je samo dobre žene.. Kaže ...
Hu hu, hu hu hu hu hu.. Popio sam noćas metar vina
Kaže doktor da mi fali vitamina
Smotao sam poslije jednu dobru pljugu
Baš je legla na tu silnu cugu.. Pa kaže ...
Hu hu, hu hu hu hu hu",,https://lyricstranslate.com/en/aerodrom-metar-vina-lyrics.html,['Jurica Pađen'],['Jurica Pađen'],['Aerodrom'],1986 - Trojica u mraku,1996 - Flash back,,,https://diskografija.com/pjesma/metar-vina-5870.htm,Metar vina,,,,,"Popio sam noćas metar vina
Kaže doktor da mi fali vitamina
Smotao sam poslije jednu dobru pljugu
Baš je legla na tu silnu cugu.

Pa kaže...
Hu hu, hu hu hu hu hu.

Što je fino kad ti veče krene
Još da mi je samo dobre žene
Što je fino puno kad ti veče krene
Još da mi je samo dobre žene.

Kaže...
Hu hu, hu hu hu hu hu.

Popio sam noćas metar vina
Kaže doktor da mi fali vitamina
Smotao sam poslije jednu dobru pljugu
Baš je legla na tu silnu cugu.

Pa kaže...
Hu hu, hu hu hu hu hu.",metar vina,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/metar-vina.html,Aerodrom,Metar Vina,3:02,Metar Vina / Ljubav Nije Knjiga,1986.0,['Rock'],,,1986-Metar Vina / Ljubav Nije Knjiga/1986-Trojica U Mraku/1996-Flash Back (15 Originalnih Hitova 1979-86)/2008-The Ultimate Collection/2018-Original Album Collection
M58jOCzX_1_14,Aerodrom,Aerodrom,Mili moj andjele,5216,"U meni sunce izlazi
kada se smijes
kad zaspis u mom narucju
srce mi grijes

Ja vise ne znam sta je to
briga i nemir
kad udjem u tvoj maleni
nevini svemir
 
Tvoji prvi koraci
odjednom tu su vec
slutim da osjecas
sto ti zelim rec'

Ref.
Ne mogu bez tebe
zamisliti jedan dan
mili moj andjele
tako sam ponosan

Dovoljno mi je da vidim
samo tvoja oka dva
u njima je cijeli svijet
ljubav i sreca sva

Jednom pokazat cu ti sve
opake fore
jer zivot nije lunapark
ljudi se bore

I onaj ko je ustrajan
na svome putu
ne sjedi praznog pogleda
negdje u kutu

Ref.","https://tekstovi.net/2,1073,38919.html",,,,,,,,,,,,,,,,,,,,,,,,Aerodrom,Mili Moj Anđele,3:35,Rock @ Roll,2007.0,"['Rock', 'Pop']",,,2007-Rock @ Roll
M58jOCzX_1_15,Aerodrom,Aerodrom,Obicna ljubavna pjesma,40842,"Ako zelis, zamisli da
pjevam ti o necem drugom
o necem sto si vec odavno
mozda htjela cuti
o ljubavi sto traje cijeli zivot
o vjernosti, o braku i o sreci
o odnosu gdje nikad nista
ne pokvari netko treci
 
Ja nikad nisam znao
pisat' ljubavne romane
jer draze mi je ono
sto u dvije-tri rijeci stane

I zato me ne gledaj tako
i ne zijevaj
znam da ti je dosadno
al' ipak sa mnom pjevaj

Ref. 2x
Obicnu ljubavnu pjesmu
obicnu ljubavnu stvar
sto kraja nema, a ni pocetka
a-la-la-la-la-la-la-la

Ja znam da ova pjesma
nece nikada promijenit' svijet
i isto tako znam da od nje
ljudi nece zivjet bolje
al' mozda ipak nekom bit' ce draga
i sigurno zabraniti je nitko nece
jer u njoj nema nista
sto na neku drugu stranu skrece

Odavno vec nestali su
nasi ulicni heroji
svako gleda svoje
svako tjera svoje
svak' se boji

I zato me ne gledaj tako
i ne zijevaj
znam da ti je dosadna
al' ipak sa mnom pjevaj

Ref. 3x","https://tekstovi.net/2,1073,28983.html",,Obična ljubavna pjesma,Ordinary love song,,"Ako želiš, zamisli da pjevam ti o nečem drugom
O nečem što si već odavno možda htjela čuti
O ljubavi što traje cijeli život
O vjernosti, o braku i o sreći
Odnosu gdje nikad ništa ne pokvari netko treći.. Ja nikad nisam znao pisat ljubavne romane
Jer draže mi je ono što u dvije-tri riječi stane
I zato me ne gledaj tako i ne zijevaj
Znam da ti je dosadna, al' ipak sa mnom pjevaj.. Običnu ljubavnu pjesmu, običnu ljubavnu stvar
Što kraja nema, a ni početka
A ja ja ja ja ja ja ja.. Ja znam da ova pjesma neće nikada promijenit svijet
I isto tako znam da od nje ljudi neće živjet bolje
Al' možda ipak nekom bit će draga
I sigurno zaboravit je nitko neće
Jer u njoj nema ništa što na neku drugu stranu skreće.. Odavno već nestali su nasi ulični heroji
Svako gleda svoje, svako tjera svoje, svak se boji
I zato me ne gledaj tako i ne zijevaj
Znam da ti je dosadna, al' ipak sa mnom pjevaj.","If you want, imagine I'm singing you about something else,
about something you've already wanted to hear long time ago
About love that leasts the whole life,
about loyalty, about marriage, about happiness,
about relation where never ever breaks someone third. I've never knew how to write romance novels
'cause I prefer what fits into two-three words
so don't look at me like that and don't yawn
I know it's boring to you but still sing with me. Ordinary love song, ordinary love thing
that has no end and no beginning. I know this song won't ever change the world
and likewise I know that people won't live better of her
but maybe she'll be lovely to someone
and surely nobody\ll forget her
'cause there's nothing wrong with her. Our street heroes have disappeared long time ago
everyone's watching their own, everyone works on his own, everyone's afraid
so don't look at me like that and don't yawn
I know it's boring to you but still sing with me",https://lyricstranslate.com/en/obi%C4%8Dna-ljubavna-pjesma-ordinary-love-song.html-0,['Jurica Pađen'],['Jurica Pađen'],['Aerodrom'],1982 - Obične ljubavne pjesme,1996 - Flash back,2002 - Zvuk osamdesetih Pop i Rock 1982 - 1983,2003 - Live Zagreb - uživo - 4 asa,https://diskografija.com/pjesma/obicna-ljubavna-pjesma-5865.htm,Obična ljubavna pjesma,2007 - Tulum za dušu Vol. 5,2008 - Ljubav se zove imenom tvojim,,['Tihomir Varga Tini'],"Ako zelis, zamisli da pjevam ti o necem drugom
O necem sto si vec odavno mozda htjela cuti
O ljubavi sto traje cijeli zivot
O vjernosti, o braku i o sreci
Odnosu gdje nikad nista ne pokvari netko treci.

Ja nikad nisam znao pisat ljubavne romane
Jer draze mi je ono sto u dvije-tri rijeci stane
I zato me ne gledaj tako i ne zijevaj
Znam da ti je dosadna, al'' ipak sa mnom pjevaj.

Obicnu ljubavnu pjesmu, obicnu ljubavnu stvar
Sto kraja nema, a ni pocetka
A ja ja ja ja ja ja ja.

Ja znam da ova pjesma nece nikada promijenit svijet
I isto tako znam da od nje ljudi nece zivjet bolje
Al'' mozda ipak nekom bit ce draga
I sigurno zaboravit je nitko nece
Jer u njoj nema nista sto na neku drugu stranu
skrece.

Odavno vec nestali su nasi ulicni heroji
Svako gleda svoje, svako tjera svoje, svak se boji

I zato me ne gledaj tako i ne zijevaj
Znam da ti je dosadna, al'' ipak sa mnom pjevaj.

Obicnu ljubavnu pjesmu, obicnu ljubavnu stvar
Sto kraja nema, a ni pocetka
A ja ja ja ja ja ja ja",obicna ljubavna pjesma,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/obicna-ljubavna-pjesma.html,Aerodrom,Obična Ljubavna Pjesma,5:09,Obične Ljubavne Pjesme,1982.0,['Rock'],,,1982-Obične Ljubavne Pjesme/1996-Flash Back (15 Originalnih Hitova 1979-86)/2008-The Ultimate Collection/2009-Hitovi I Legende/2018-Original Album Collection
M58jOCzX_1_16,Aerodrom,Aerodrom,Od sutra ne pusim,1527,"Ref.
Od sutra ne pusim 
dragi narode 
gotovo je s tim 

Od sutra ne pusim 
mozda ponekad 
tu i tamo dim 
 
A sumadi, znanci, frendovi, pijanci
omamljeni travom, samo vrte glavom
misle da lazem, da im oci mazem
a ja ponosito, stoti puta kazem

Ref.

Zadnji put kratko trajala je kura
samo zato jer me napucala cura
ali ovog puta dao sam si rijec
i bez borbe necu predati taj mec

Ref. 2x

Ne pusim, ne pusim,
ne pusim, ne pusim 

Zadnji put kratko trajala je kura
samo zato jer me napucala cura
ali ovog puta dao sam si rijec
i bez borbe necu predati taj mec

Ref. 2x","https://tekstovi.net/2,1073,51166.html",,,,,,,https://lyricstranslate.com/en/translations/16?page=5,,,"['Aerodrom', 'Jurica Pađen']",,,,,https://diskografija.com/pjesma/od-sutra-ne-pusim-25459.htm,Od sutra ne pušim,,,,,,,,Aerodrom,Od Sutra Ne Pušim,3:09,Dnevni Rituali,2019.0,['Rock'],,,2019-Dnevni Rituali
M58jOCzX_1_17,Aerodrom,Aerodrom,Odma' mi je zapela za oko,8939,"Radi u banci
salter broj osam
kada je vidim 
ja ne znam tko sam

Olovku sise
i nekad nesto napise
o, da, o, da
a ja je krijumice gledam
spreman da se predam, zauvjek
 
Ref.
Odma' mi je zapela za oko
i u meni ostala duboko
sad stanuje u srcu mom
tu nasla je svoj novi dom
sad stanuje u srcu mom

Ima za kavu samo pola sata
zivi sa mamom, i sa dva brata
i nema nista protiv
da se opet vidimo
o, da, o, da
u njenim ocima je duga
i neka tuga daleka

Ref.","https://tekstovi.net/2,1073,29603.html",,,,,,,,,,"['Aerodrom', 'Jurica Pađen']",,,,,https://diskografija.com/pjesma/odma-mi-je-zapela-za-oko-21632.htm,Odma mi je zapela za oko,,,,,,,,Aerodrom,Odma Mi Je Zapela Za Oko,4:10,Rock @ Roll,2007.0,"['Rock', 'Pop']",,,2007-Rock @ Roll
M58jOCzX_1_18,Aerodrom,Aerodrom,Ostani,6816,"Preko Save cvijet je iznikao
na asfaltu Bogu dane krao
sto sve krije, nisam slutio

Kosaru je hladno meni dala
to na kraju bilo mi je hvala
zbog nje mi se um zamutio
 
Ref.
Ostani, htio sam joj reci
ostani, ne rugaj se sreci
ali vec je bilo prekasno tad

Ostani, bili bi skupa jaci
ostani, ljubav je teško naci
niko nije, a ni mi, zauvijek mlad

Kupili bi na kiosku pive
cigarete i prezervative
topila me kao sunce snijeg

Nakon toga krenule su krize
sto dilema, psihoanalize
njena brojna oruzja za bijeg

Ref. 2x","https://tekstovi.net/2,1073,36190.html",,,,,,,,,,,,,,,,,,,,,,,,Aerodrom,Ostani,3:59,Taktika Noja,2012.0,['Rock'],,,2012-Taktika Noja
M58jOCzX_1_19,Aerodrom,Aerodrom,Otkazani let,29347,"Taj teret kome da dam
taj teret ponijecu sam
jer tebi nije stalo
nije nimalo, do mene

Ref.
Ti si moj otkazani let
izgubljeni kljuc za bolji svijet
bez tebe sve vazno nestaje
bez tebe bol ne prestaje
 
Mi isti diramo zrak
mi isti nosimo znak
probao sam srcem svim
da zaboravim, srcem svim

Ref.","https://tekstovi.net/2,1073,29610.html",,Otkazani let,Canceled flight,,"Taj teret kome da dam,
1
taj teret podnijet ću sam
Jer tebi nije stalo,
nije nimalo do mene. Ti si moj otkazani let,
izgubljeni ključ za bolji svijet
Bez tebe sve važno nestaje,
bez tebe bol ne prestaje. Mi isti dijelimo zrak,
mi isti nosimo znak
Probao sam srcem svim
da zaboravim, srcem svim","That burden to whom I'll give, that burden I bear myself
because You don't care for me at all
You're my canceled flight, my lost key for better world
Without You everything important vanishing , without You pain doesn't stop. We share same air, we bear same sign
I tried to forget You with all my hart, with all my hart",https://lyricstranslate.com/en/otkazani-let-canceled-flight.html,,,,,,,,,,,,,,"Taj teret kome da dam, taj teret podnijet ću sam
Jer tebi nije stalo, nije nimalo do mene
Ti si moj otkazani let, izgubljeni ključ za bolji svijet
Bez tebe sve vazno nestaje, bez tebe bol ne prestaje

Mi isti dijelimo zrak, mi isti nosimo znak
Probao sam srcem svim da zaboravim, srcem svim",otkazani let,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/otkazani-let.html,Aerodrom,Otkazani Let,3:48,Hitovi I Legende,2009.0,"['Rock', 'Pop']",,,2009-Hitovi I Legende
M58jOCzX_1_20,Aerodrom,Aerodrom,Pozdrav s bardo ravni,1897,"Svako stoji sam
u srcu svijeta
proboden jednom
zrakom sunca
i vecer je vec tu

Ja nisam proslost
ja nisam ni buducnost
ja sam mir i tuga
zamagljenog pogleda
plavi na obzoru dim
 
Ja se ne smijem
ja ni ne placem
ja ne postojim u
sjenci rascvjetalog bagrema
spreman na zaboqapv

Sumorne ceste iz klupka
raspletene vode me
vode me niotkuda nikuda
kroz mracni smijeh ponora

Prozirno lice odaje
premorenog ratnika
sto pozdrav nosi
bakljom obasjan
sa bardo ravni

Dolazim kao sapat
dolazim","https://tekstovi.net/2,1073,44297.html",,Pozdrav s Bardo ravni,,,"'Svako stoji sam
U srcu svijeta
Proboden jednom zrakom sunca
I večer je već tu.'. Ja nisam prošlost,
ja nisam ni budućnost
Ja sam mir i tuga
zamagljenog pogleda
Plavi na obzoru dim.. Ja se ne smijem,
ja ni ne plačem
Ja ne postojim
u sjenci rascvjetalih bagrema
Spreman na zaborav.. Sumorne ceste iz klupka
raspletene vode me
Vode me niotkuda, nikuda
Kroz mračni smijeh ponora.. Prozirno lice odaje
premorenog ratnika
što pozdrav nosi bakljom obasjan
Sa Bardo ravni.. Dolazim kao šapat
Dolazim ...",,https://lyricstranslate.com/en/aerodrom-pozdrav-sa-bardo-ravni-lyrics.html,['Jurica Pađen'],['Jurica Pađen'],['Aerodrom'],1986 - Trojica u mraku,1996 - Flash back,,,https://diskografija.com/pjesma/pozdrav-s-bardo-ravni-5871.htm,Pozdrav s Bardo Ravni,,,,,"""Svako stoji sam
U srcu svijeta
Proboden jednom zrakom sunca
I vecer je vec tu.""

Ja nisam proslost, ja nisam ni buducnost
Ja sam mir i tuga zamagljenog pogleda
Plavi na obzoru dim.

Ja se ne smijem, ja ni ne placem
Ja ne postojim u sjenci rascvjetalih bagrema
Spreman na zaborav.

Sumorne ceste iz klupka raspletene vode me
Vode me niotkuda, nikuda
Kroz mracni smijeh ponora.

Prozirno lice odaje premorenog ratnika
Sto pozdrav nosi bakljom obasjan
Sa Bardo ravni.

Dolazim kao sapat
Dolazim ...",pozdrav sa bardo ravni,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/pozdrav-sa-bardo-ravni.html,Aerodrom,Pozdrav S Bardo Ravni,5:05,The Ultimate Collection,2008.0,['Rock'],,,2008-The Ultimate Collection
M58jOCzX_1_21,Aerodrom,Aerodrom,Stavi pravu stvar,19484,"Sve sto ti se svidja
mislis da i smijes
osjecaje nikada ne krijes
u zivotu nista ne prepustas sreci
zena si od akcije, i znas mi reci

Ref.
Stavi pravu stvar na pravo mjesto
stavi pravu stvar na pravo mjesto
i cini to cesto
stavi pravu stvar na pravo mjesto
 
Prezires tradiciju, mrzis biti dama
sva pica sto popijes placas sama
u zivotu nista ne prepustas sreci
zena si od akcije, i znas mi reci

Ref. 2x","https://tekstovi.net/2,1073,29218.html","Jurica Padjen, Borislav Leiner, Samir Kadribasic",Stavi pravu stvar,Put the Right Thing,,"Sve što ti se sviđa, misliš da i smiješ
1
Osjećaje nikada ne kriješ
U životu ništa ne prepuštaš sreći
Žena si od akcije i znaš mi reći.. Stavi pravu stvar na pravo mjesto, čini to često
Stavi pravu stvar na pravo mjesto, čini, čini to cesto
Stavi pravu stvar na pravo mjesto.. Prezireš tradiciju, nećeš biti dama
Sva pića što popiješ, plaćaš sama
U životu ništa ne prepuštaš sreći
Žena si od akcije i znaš mi reći.. Stavi pravu stvar na pravo mjesto
Stavi pravu stvar na pravo mjesto
Stavi pravu stvar na pravo mjesto.. Stavi pravu stvar na pravo mjesto
Stavi pravu stvar na pravo mjesto, čini to često
Stavi pravu stvar na pravo mjesto
Stavi pravu stvar na pravo mjesto
Čini to često.","You think you're allowed to do whatever you want
And you never hide your feelings
Never leaving anything to luck
You're a woman of action, and know how to tell me:. Put the right thing in the right place, and do it often
Put the right thing in the right place, do it, do it often
Put the right thing in the right place.. You despise traditions, hate to be a lady
All your drinks, you pay for them yourself
You never leave anything to luck
You're a woman of action, and know how to tell me:. Put the right thing in the right place
Put the right thing in the right place
Put the right thing in the right place. Put the right thing in the right place
Put the right thing in the right place, and do it often
Put the right thing in the right place
Put the right thing in the right place
Do it often.",https://lyricstranslate.com/en/stavi-pravu-stvar-put-right-thing.html-0,['Jurica Pađen'],['Jurica Pađen'],['Aerodrom'],1981 - Tango bango,1996 - Flash back,2002 - Zvuk osamdesetih Pop i Rock 1980 - 1981,2003 - Live Zagreb - uživo - 4 asa,https://diskografija.com/pjesma/stavi-pravu-stvar-5851.htm,Stavi pravu stvar,"2004 - Nakon svih ovih godina - 4 asa
Aranžman: Rajko Dujmić / Vlado Kalember / Alen Islamović / Jurica Pađen",,,['Ivan Stančić Piko'],,,,Aerodrom,Stavi Pravu Stvar,3:33,Stavi Pravu Stvar,1981.0,['Rock'],Jurica Pađen,Jurica Pađen,1981-Stavi Pravu Stvar/1981-Tango Bango/1996-Flash Back (15 Originalnih Hitova 1979-86)/2008-The Ultimate Collection/2009-Hitovi I Legende/2018-Original Album Collection
M58jOCzX_1_22,Aerodrom,Aerodrom,Stranac,3909,"Osjecam se kao stranac
gdje sam nekad bio na svom
ocito, nesto se promijenilo

Postala si nekako daleka
tesko te prepoznajem
tako me je strah da gubim te
 
Ref.
Da li sam te ikada povrijedio
koliko sam puta zbog tebe
vlastiti ponos pobijedio

Zao ti je sto si tako
umorna i zbunjena
molis me za samo malo vremena

Pomalo postaje mi jasno
da u tvojim planovima
nema vise mjesta za mene 

Ref. 2x","https://tekstovi.net/2,1073,36255.html",,,,,,,https://lyricstranslate.com/en/translator/nilson?sort=asc&order=Artist,['Jurica Pađen'],['Jurica Pađen'],['Aerodrom'],1982 - Obične ljubavne pjesme,1996 - Flash back,,,https://diskografija.com/pjesma/stranac-5869.htm,Stranac,,,,,"Osjećam se kao stranac
Gdje sam nekad bio na svom
Očito, nešto se promijenilo.

Postala si nekako daleka
Teško te prepoznajem
Tako me je strah da gubim te.

Da li sam te ikada povrijedio
Koliko sam puta zbog tebe
Vlastiti ponos pobijedio.

Žao ti je što si tako
Umorna i zbunjena
Moliš me za samo malo vremena.

Pomalo postaje mi jasno
Da u tvojim planovima
Nema više mjesta za mene.

Da li sam te ikada povrijedio
Koliko sam puta zbog tebe
Vlastiti ponos pobijedio.",stranac,https://cuspajz.com//tekstovi-pjesama/pjesma/aerodrom/stranac.html,Aerodrom,Stranac,,Kad Je Sa Mnom Kvari Sve/ Stranac,1982.0,['Rock'],,,1982-Kad Je Sa Mnom Kvari Sve/ Stranac/1982-Obične Ljubavne Pjesme/1996-Flash Back (15 Originalnih Hitova 1979-86)/2008-The Ultimate Collection/2018-Original Album Collection
M58jOCzX_1_23,Aerodrom,Aerodrom,Strasilo,1256,"Ref.
Strasilo tvoje
nije me plasilo
jer sam vidio
da ti se na njemu
od sveg' samo novac svidio
 
Prozirna je ova igra 
bez kriterija
kao neka sapunasta
TV serija

Sponzora si novog nasla
tupavog ko' noc
ti ga muzes, a ja cekam 
kad ce sve to proc'
kad ce sve to proc'

Ref. 2x

Pune case, prazna lica
izvjestacen smijeh
izabrala opet krivo
Boze, kakav peh
Boze, kakav peh

Ref. 4x","https://tekstovi.net/2,1073,51122.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
