Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_4_diskografija,Album_5_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Album_genres_discogs,Featuring_discogs,All_albums_discogs
H/8bQC7v_1_10,Alen Vitasović,Alen Vitasović,Jenu noc,12220,"Skud je samo dosla jos ne znan
uzela mi ruku rekla zajdi z namon van
bolje da smo sami ti i ja
viruj meni da ti nece biti za

I /ma/ ti njoj reci, necu, nisan za to
bija bin munjen da nis posa za njon
takovu najdes samo jenu na sto
znas da bin bija zbalja da je nis prova
 
Ref. 
Jenu noc, tu jenu noc
da je nis prova
jenu noc, tu jenu noc
bija bin zbalja

Vise je ne zabin, vero ne
u meni je ustala z glave mi ne gre
ki zna di je sada ca pensa
da li se domislja kako san se zva

Ref.

Ref.","https://tekstovi.net/2,2448,40439.html",,Jenu noć,ONE NIGHT,,"Skud je samo došla još ne znan
1
Uzela mi ruku rekla zajdi z namon van
Je bolje da smo sami ti i ja
Viruj meni da ti neće biti ža.. I ti njoj reci: neću, nisan za to
Bija bin munjen da niš posa za njon
Takovu najdeš samo jenu na sto
Znaš da bin bija zbalja da je nis prova.. Jenu noć, tu jenu noć
Da je nis prova
Jenu noć, tu jenu noć
Bija bin zbalja.. Više je ne zabin, vero ne
U meni je ustala z glave mi ne gre
Ki zna di je sada ča pensa
Da li se domišlja kako san se zva.","From where did she comed i even don't know
She took my hand and said go with me out
Its better that we two are alone together
Beleve me you wont regret.. And now you tell her: no, i don't like that
I would be crazy if i didn't go forward her
You find girl like her 1 of 100
You know that i would miss the chance if i didnt try her.. One night, that one night
If i missed the chance
One night, that one night
I would regret. But i wont forget her, realy i wont
In me she stayed from my head she wont come out
And who knows what does she now thinking
Does she even remember my name.",https://lyricstranslate.com/en/jenu-no%C4%87-one-night.html,['Alen Vitasović'],https://diskografija.com/pjesma/jenu-noc-2540.htm,Jenu noć,1994 - Gušti su gušti,1995 - Svi festivali,1997 - Come va? - uživo,['John Hiatt'],['Livio Morosin'],['Alen Vitasović'],2006 - Tulum za dušu Vol. 2,2010 - Zlatna kolekcija,"Skud je samo došla još ne znan
Uzela mi ruku rekla zajdi z namon van
Je bolje da smo sami ti i ja
Viruj meni da ti neće biti ža.

I ti njoj reci: neću, nisan za to
Bija bin munjen da niš posa za njon
Takovu najdeš samo jenu na sto
Znaš da bin bija zbalja da je nis prova.

Jenu noć, tu jenu noć
Da je nis prova
Jenu noć, tu jenu noć
Bija bin zbalja.

Više je ne zabin, vero ne
U meni je ustala z glave mi ne gre
Ki zna di je sada ča pensa
Da li se domišlja kako san se zva.",Jenu noć,https://cuspajz.com//tekstovi-pjesama/pjesma/alen-vitasovic/jenu-noc.html,Alen Vitasović,Jenu Noć,,Svi Festivali Plus Koncert,1995.0,['Pop'],,1995-Svi Festivali Plus Koncert/2010-Zlatna Kolekcija
H/8bQC7v_1_11,Alen Vitasović,Alen Vitasović,Kad ce vrime od kruha i grozja,1877,"Nis drugo ne triba 
i nis ne ceka, ajmo vec
leh dojdi da cujes sve
 ca ti iman lipo za rec

Svaki tvoj smih je za me srica vela
 svaka suza tvoja i moje oko zuli
srca su nasa zakucala skupa
 a mi smo ih na vrime culi
 
Ref.
Kad ce vrime od kruha i grozja
kad ce ura za nas dvoje sveta
rujan ca rasplice drage pjesme
tepli dani, miholjskoga leta

Kad ce vrime od kruha i grozja
 smokve zrile i mladega vina
da mi te na vrata dopelju, sunce moje
ti si ona prava jena i jedina","https://tekstovi.net/2,2448,47508.html",,,,,,,,,,,,,,,,,,,,,,Alen Vitasović,Kad Će Vrime Od Kruha I Grozdja,3:51,Zlatna Kolekcija,2010.0,['Pop'],,2010-Zlatna Kolekcija
H/8bQC7v_1_12,Alen Vitasović,Alen Vitasović,Ko mi reces da,2923,"Ca bin za te ucinija
ca bin za te da
posa bi do kraja svita i na noge se torna
zdol tvojega okna ja bi cilu noc kanta
ca bin za te ucinija
ca bin za te da
 
Ca bin za te ucinija
ca bin za te da
poceja bi vodu piti
ne bi vise ni fuma
i na golo se ustriga ko ti tako komuda
ca bin za te nacinija
ca bin za te da

Sve skaline vega grada bih u zuto pitura
ko me volis, ko mi reces da
na srid ceste bi se lega
cili promet bin frna
ko me volis, ko mi reces da

Ca bin za te ucinija
ca bin za te da
sedam dan bih bija budan
sedam noci ne bin spa
Lennona bi z groba diga
samo za te da kanta
ca bin za te da

Sve narance ovega svita u limune bi kambja
ko me volis, ko mi reces da
svakem zidu vega grada bih ti ime napisa
ko me volis, ko mi reces da","https://tekstovi.net/2,2448,40442.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/ko-mi-reces-da-2551.htm,Ko mi rečeš da,1995 - Svi festivali,2010 - Zlatna kolekcija,,,,,,,"Ca bi za te ucinija
Ca bi za te da
Osa bi do kraja svita na nozi se torna
Zbog tvojega oka ja bi cilu noc kanta
Ca bi za te ucinija
Ca bi za te da

Ca bi za te ucinija
Ca bi za te da
Pocea bi vodu piti
Ne bi vise ni fuma
I na golo se ostriga k'o popalku komoda
Ca bi za te ucinija
Ca bi za te da

Sve skaline vega grada bih u zuto pitura
'ko me volis, 'ko mi reces da
Na srid ceste bi se lega
Cili promet bi vrna
'ko me volis, 'ko mi reces da

Ca bi za te ucinija
Ca bi za te da
Sedam dana bih bija budan
Sedam nocine bi spa
Lenona bi z groba diga
Samo za te da kanta
Ca bi za te da

Sve narance vega svita u limune bi kambja
'ko me volis, 'ko mi reces da
Svakem zidu vega grada biti ime ispisa
'ko me volis, 'ko mi reces da",Ko mi rečeš da,https://cuspajz.com//tekstovi-pjesama/pjesma/alen-vitasovic/ko-mi-reces-da.html,Alen Vitasović,Ko Mi Rečeš Da,,Svi Festivali Plus Koncert,1995.0,['Pop'],,1995-Svi Festivali Plus Koncert
H/8bQC7v_1_13,Alen Vitasović,Alen Vitasović,Lipe oci,2052,"Ona mi je bila
sve ca san prova
ma kamo je uteklo
ma ki je tu zbalja
ki je tu zbalja

Kadi su nasi snovi
ki hi je sakrija
kad bi cula moje rici
kad bis me kapila
 
Ref.
Pobigli su dani
ma su skure te noci
jos mi svitle u glavi
tvoje lipe oci 

Ki me gledaju svaki dan
i ne pustaju
tvoje lipe oci, lipe oci
tvoje lipe oci, lipe oci

Kadi su nasi snovi
ki hi je sakrija
kad bi cula moje rici
kad bis me kapila
nikad nes kapiti

Ref.

Pobigli su dani
ma su skure te noci
jos mi svitle u glavi
tvoje lipe oci","https://tekstovi.net/2,2448,49982.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H/8bQC7v_1_14,Alen Vitasović,Alen Vitasović,Lipo ime Hajdukovo,178,"Od stare Plinare do naseg vrimena
isli smo za tobon uvik svuda
voljeli te, plakali i kleli
al´ te nikad nismo izdali

Uvik se pivalo, pismon prenosilo
sa kolina na kolino
sto godina ta jubav traje
sve prolazi, Hajduk ostaje
 
Ref.
Samo jedno ime postoji
samo jedno ime ponosno
lipo ime Hajdukovo
kao more veliko i duboko

Samo jedno ime povist pise
samo Hajduk i ni´ko vise
samo Hajduk i ni´ko vise 

Lipo ime Hajdukovo
kao more veliko i duboko

Samo jedno ime povist pise
samo Hajduk i ni´ko vise
samo Hajduk i ni´ko vise","https://tekstovi.net/2,2448,64466.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H/8bQC7v_1_15,Alen Vitasović,Alen Vitasović,Moja mila,3407,"Lipa moja, kadi si bila nocas
ceka san sam, da cujen ti glas
dok spa je grad, tiho je vitar kanta
a samo misec je zna kadi si bila

Na cigov si pala kusin
dok si pensala da spin
mila
 
Lipa moja, vec se zbudija dan
a ja se speran da sanjan
samo misec je zna kadi si do sad
na tvojoj kozi parfum z njigovega tila

Ti si pensala da spin 
dok si se jubila s njin
mila

Njigove ruke na tvoja kolina je vrga
s tvoje bluze svaki botun je potrga
lipo si delo nacinila 
moja mila

Lipa moja, znas da misec san ja
ca je osvitlija sve, sve tvoje pute
a sad cemo dilit na po
i ovu jubav i bol

Ca ti je rabilo to, ca to si stila
znan jopet ces pasti s njin
na isti kusin
mila

Ti si sukla njigovu stomanju 
tebe je jubi, a pensa je na nju
jenu si jubav ugasila
moja mila

Njigove ruke na tvoja kolina ce vrci
po tvojen obrazu jena ce suza poteci
ti ces mucati, nis nes imati za reci

Ca ti je rabilo to
ca si ud nas nacinila
lipa moja
moja mila","https://tekstovi.net/2,2448,47613.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/moja-mila-23507.htm,Moja mila,,,,,,,,,,,,,,,,,,,
H/8bQC7v_1_16,Alen Vitasović,Alen Vitasović,Ne moren bez nje,15724,"Ref.
Ja ne moren vise tako
ja ne moren bez nje
ja san bolan, ja san munjen
nek me uzme vrag ko ne

Sad mi reci mala reci
ca sam stila ne znan
ja san vajka tvoja bila
ja te svaku noc sanjan
 
Ja te svaku noc sanjan

Magari noci pred vrati
magari ninega ni
ja bi triba spati
ma jos mi se ne spi

I niki vitar u glavi
pensan ka di si ti
ki je sada s tobon
ki te sad drzi

Ref.

Ja ne moren vise tako
ja ne moren bez nje
samo pijen, nis ne iden
nek me uzme vrag ko ne

Sad mi reci, mala reci
ca si stila ne znan
ja san vajka tvoja bila
ja te svaku noc sanjan

Ja te svaku noc sanjan

Ref.","https://tekstovi.net/2,2448,33056.html",,Ja ne moren bez nje,I Can't Go On Without Her,,"Ja ne moren više tako
Ja ne moren bez nje
Ja san bolan, ja san munjen
Nek me uzme vrag ko ne.. Sad mi reci mala reci
Ča sam štila ne znan
Ja san vajka tvoja bila
Ja te svaku noć sanjan.. Ja te svaku noć sanjan.
Ja te svaku noć sanjan.
Ja te svaku noć sanjan.. Magari noći pred vrati
Magari ninega ni.
Jer bi triba spati
Ma još mi se ne spi.
I niki vitar u glavi
Pensan ka di si ti.
Ki je sada s tobon
Ki te sad drži
Ki te sad drži.. Ja ne moren više tako
Ja ne moren bez nje
Samo pijen, niš ne iden
Nek me uzme vrag ko ne.. Sad mi reci, mala reci
Ča si štila ne znan
Ja san vajka tvoja bila
Ja te svaku noć sanjan.. Ja te svaku noć sanjan.
Ja te svaku noć sanjan.
Ja te svaku noć sanjan.","I can't go on like this
I can't go on without her
I'm sick, I'm crazy
The devil take me if not true. Now tell me, baby, tell me:
I don't know what I wanted
I've always been yours
I dream of you every night. I dream of you every night
I dream of you every night
I dream of you every night. Even if the night is at the door
Even if nobody's out
I should be sleeping
But I'm not sleepy yet
And some wind in my head
I'm wondering where you are
Who's with you now
Who's holding you now
Who's holding you now. I can't go on like this
I can't go on without her
I'm just drinking, I'm not eating
The devil take me if not true. Now tell me, baby, tell me
I don't know what I wanted
I've always been yours
I dream of you every night. I dream of you every night
I dream of you every night
I dream of you every night",https://lyricstranslate.com/en/ja-ne-moren-bez-nje-i-cant-go-without-her.html-0,,,,,,,,,,,,,,,Alen Vitasović,Ne Moren Bez Nje,,Ne Moren Bez Nje,1993.0,['Pop'],,1993-Ne Moren Bez Nje/1994-Gušti Su Gušti/1995-Svi Festivali Plus Koncert/2010-Zlatna Kolekcija
H/8bQC7v_1_17,Alen Vitasović,Alen Vitasović,Neka se zatare (feat. Bozidarka Matija Cerina),718,"Zakantajmo po starinsku, trajna nina nena
daj, rastegni triestinku, rozice crljena
lipo zvone nasi versi, tri nonice stare
i jos lipse nasi kanti, da se ne zatare

Aj da se ne pozabi, aj da se ne zatare
aj da se, da se ne pozabi, aj da se ne zatare
trajnana nina nina ninanena
 trajnana nina nena
 
Sretnimo se kraj ognjisa, vanka bura puse
neka puse, as na njoj se kobasice suse
na briskulu i trisetu ala zaigrajmo
i nas tanac po starinsku skupa zatancajmo

Za palentu uru kuham va crnoj pinjati
kada moren onu brzu, leh na pet minuti
zac povidas po domacu, furesti se jade
as a nis ne razumeju, neka se navade

===
PRIJEVOD NA HRVATSKI

Da se ne zatare - da ne izumre,
 da se ne zaboravi, da ne nestane

Triestinka - vrsta harmonike

Tri nonice stare - poznati stih istarskog pjesnika Drage Gervaisa

Briskula i treseta - poznate lokalne igre s kartama

Tekst
Zapjevajmo na stari nacin, trajna nina nena
daj, rastegni triestinku, ruzice crvena
lijepo se cuju nasi stihovi, tri nonice stare
i jos ljepse nase pjevanje, da se ne zaboravi

Aj, da se ne zaboravi
 da se ne zaboravi
trajnana nina nina ninanena
 trajnana nina nena

Sretnimo se kraj kamina, vani bura puse
neka puse, jer na njoj se kobasice suse
briskulu i trisetu zaigrajmo
i nas ples na stari nacin skupa zaplesimo

Za palentu kuham sat vremena u crnom loncu
kada mogu onu brzu samo na pet minuta
zasto pricas na narjecju, stranci se zale
jer nista ne razumiju, neka se naviknu","https://tekstovi.net/2,2448,60023.html",,Da se ne zatare,,,"Zakantajmo po starinsku, trajna nina nena
Daj, rastegni trieštinku, rožice črljena
Lipo zvone naši versi, tri nonice stare
I još lipše naši kanti, da se ne zatare. Aj da se ne pozabi, aj da se ne zatare,
Aj da se, da se ne pozabi, aj da se ne zatare.
Trajnana nina nina ninanena, trajnana nina nena.. Sretnimo se kraj ognjišća, vanka bura puše
Neka puše, aš na njoj se kobasice suše
Na briškulu i trišetu ala zaigrajmo
I naš tanac po starinsku skupa zatancajmo. Zač palentu uru kuham va črnoj pinjati,
Kada moren onu brzu, leh na pet minuti?
Zač povidaš po domaću, furešti se jade?
Aš a niš ne razumeju, neka se navade!",,https://lyricstranslate.com/en/alen-vitasovi%C4%87-bo%C5%BEidarka-matija-%C4%8Derina-da-se-ne-zatare-lyrics.html,,,,,,,,,,,,,,,,,,,,,,
H/8bQC7v_1_18,Alen Vitasović,Alen Vitasović,Nis mi se ne da,12868,"Jako lipo vrime 
jako lipi dan
svi su ljudi vani
a ja se ne dam

Bar ne morem naget
ni na noge stat
posle svake lude noci
ja sam najbolji za spat
 
Ref. 
Nis mi se ne da, nis mi se ne da
nis mi se ne da
samo bin leza, samo bin leza

I nis me volja ni, nis me volja ni
i nis me volja ni
samo mi se spi, samo mi se spi

Bolje da ne znas
 di sam sinoc bia
bolje da ne znas
 s kin san noc zgubija

Sve sam moga, sve sam smia
sve ca god san stija
sada vise nis ne moren
samo spati bin volija 

Ref.","https://tekstovi.net/2,2448,40443.html",,Nis mi se ne da,I'm Not In The Mood For Anything,CD Single,"Jako lipo vrime, jako lipi dan
svi su ljudi vani
a ja se ne dam
bas ne morem ???
ni na noge stat
... lude noci
ja sam najbolji za spa. Refren: nis mi se ne da x 3
samo bi leza x 2
i nis me volja ni x 3
samo mi se spi x 2. Bolje da ne znas
di sam sinoc bia
Bolje da ne znas
s kim sam ??? pia
Sve sam moga
sve sam smia
sve... sam ... Stara vise nis ne more. Refren
Chorus","Very nice weather, very nice day
everybody's out
and I can't be bothered
I really can't...
not even get up on my feet
after crazy night....
I'm only good for sleeping. I'm not in the mood for anything
I just wanna lie down
I'm not in the mood for anything
I just wanna sleep. It's best if you don't know
where I was last night
It's best if you don't know
with whom I drank.. ???
I was capable for everything
I could do anything. samo ... Chorus",https://lyricstranslate.com/en/Nis-mi-se-ne-da-Im-Not-Mood-Anything.html,['Alen Vitasović'],https://diskografija.com/pjesma/nis-mi-se-ne-da-14686.htm,Niš mi se ne da,,,,,,,,,,,,Alen Vitasović,Niš Mi Se Ne Da,,Grih,2003.0,"['Pop', 'Folk, World, & Country']",,2003-Grih/2010-Zlatna Kolekcija
H/8bQC7v_1_19,Alen Vitasović,Alen Vitasović,Nisi vise mala,18617,"Poli mene pasiva 
kako da me ne pozna
sve ca ima bi mi dala
 bi mi dala samo da bude moja

 Da me ima, da me svaki dan drzi
 da mi rece ono 
ca jos do sada
 nikad nije ni nikad ni
 
Poli mene pasiva
 lipo je vidin sva gori 
kad bi mogla dojti blize
 kad bi mogla ona bi 

Samo nisto je frmiva 
nisto joj ne da
 da li mama, da li tata, da li strah
 ki to zna ki to zna

Ref.
Nisi vise mala sve kasnije ti se spi
svaki svoga sebi najde najdi anka ti
nisi vise mala sve kasnije ti se spi
u tu doba u tih lita nanke jene doma ni

Poli mene pasiva 
lipo je vidin sva gori
kad bi mogla biti moja 
kad bi mogla ona bi

Zabila na vrime 
ne bi znala k'i je dan
ne bi znala ku je s namon
 ku je s namon ku je sa ni nej na

Ref. 4x","https://tekstovi.net/2,2448,39391.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/nisi-vise-mala-2536.htm,Nisi više mala,1995 - Svi festivali,2000 - Ja ne gren,2010 - Zlatna kolekcija,,,,,,,,,Alen Vitasović,Nisi Više Mala,,Svi Festivali Plus Koncert,1995.0,['Pop'],,1995-Svi Festivali Plus Koncert/2000-Ja Ne Gren/2010-Zlatna Kolekcija
H/8bQC7v_1_20,Alen Vitasović,Alen Vitasović,Od subote,1458,"Od subote
kad san te gleda
va beloj vesti pred oltaron
kadi z drugin stojis ti

Da san baren
onda umra
kada zivet necu znat
as san dusu samo tebi mislel dat
 
Ref.
Od subote ja ne spin
samo pijen nis ne jin
nis ne vidin, nis ne cujen
 nis ne znan

Tako bolan, tako sam
vajka slabo kumpanjan
ja ne znan ni ka je noc 
ni ki je dan

Te subote
se j kantalo
sega j bilo
samo mene zan nis volja bilo nij

As je moje
srce znalo
da zavajka te j zgubilo
i da nikad vise moja neces bit

Ref.

Od subote do subote
ca mi delas
ca me mucis moj zivote

Ca san Bogu
ja storija
da se tako na me jadi
da se tako grdo z manun on igra","https://tekstovi.net/2,2448,55005.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/od-subote-3085.htm,Od subote,,,,,,,,,"od subote
kad san te gleda
va beloj vešti pred oltaron
kadi z drugin stojiš ti

da san baren
onda umra
kada živet neću znat
aš san dušu samo tebi mislel dat

od subote ja ne spin
samo pijen niš ne jin
niš ne vidin, niš ne čujen, niš ne znan

tako bolan, tako sam
vajka slabo kumpanjan
ja ne znan ni ka je noć ni ki je dan

te subote
se'j kantalo
sega 'j bilo
samo mene zan niš volja bilo nij

aš je moje
srce znalo
da zavajka te 'j zgubilo
i da nikad više moja nećeš bit

od subote ja ne spin...

od subote
do subote
ča mi delaš, ča me mučiš moj živote
ča san Bogu
ja storija
da se tako na me jadi
da se tako grdo z manun on igra

od subote...",Od subote,https://cuspajz.com//tekstovi-pjesama/pjesma/alen-vitasovic/od-subote.html,,,,,,,,
H/8bQC7v_1_21,Alen Vitasović,Alen Vitasović,Samo Bog te moga uciniti,2318,"Nikad tako velik misec
nikad tako tepa zrak
nikad sladje usne
ud tvojih nis prova
tija bin da mi svaka noc
tako pasa
 
Nikad lipse jutro
na stanici z mlikon kafe
nikad sladje usne
ud tvojih nis prova
tija bin da mi svaka noc
tako pasa

Ref.
Samo Bog te moga uciniti
i kad te dela na me je pensa
samo Bog te moga uciniti
ma kako da je zna
da ces kad tad biti moja

Nikad lipse oci
ni ja nis bija ja
nikad sladje usne
ud tvojih nis prova
ttija bin da mi svaka noc
tako pasa

Ref.","https://tekstovi.net/2,2448,56227.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/samo-bog-te-moga-uciniti-2550.htm,Samo Bog te moga učiniti,1995 - Svi festivali,2010 - Zlatna kolekcija,,,,,,,,,,Alen Vitasović,Samo Bog Te Moga Učiniti,,Svi Festivali Plus Koncert,1995.0,['Pop'],,1995-Svi Festivali Plus Koncert/2010-Zlatna Kolekcija
H/8bQC7v_1_22,Alen Vitasović,Alen Vitasović,Sandra,2831,"Cilu noc san gleda u nju
gleda u nju i pensa
ta ce mala biti moja
samo ona jos ne zna

Ref.
Nisu zvizde ono ca iscen
ja ne znan 'ko razumis
sve san druge zenske pusta
Sandru ne bi da za nic
 
Sve na njoj je kako rabi
maja, oci, rifle, smih
u svojen zepu bin je drza
kad bih moga, vero bih

Nikad ne bin bija reka
ma i ja san se kambja
pokle svega u zivotu
kakoj dica san torna

Ref.

Ne znan ca pensaju judi
meni justo je sejeno
moru reci ca god ce
ona mi je vise dala
vise nego skupa sve

Ref. 2x","https://tekstovi.net/2,2448,58528.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/sandra-2542.htm,Sandra,1994 - Gušti su gušti,1995 - Svi festivali,2010 - Zlatna kolekcija,,,,,,,,,Alen Vitasović,Sandra,,Ne Moren Bez Nje,1993.0,['Pop'],,1993-Ne Moren Bez Nje/1994-Gušti Su Gušti/1995-Svi Festivali Plus Koncert/2010-Zlatna Kolekcija/2015-The Best Of Collection
H/8bQC7v_1_23,Alen Vitasović,Alen Vitasović,Skifo,1382,"Vucen nogu na nogu
z'ruke u 'zepu
a gren i fuman

Kadigod da se 'zgubin
ja se ne najden
bez tebe to ne znan
 
Pod kozu ti si meni 'sla
bez tebe ja ne moren nis'
samo znan svaki dan, svaku noc
sve mi vise radis

Ref.
Skifo, skifo
cili mi dan pasa
ako jutro s tobom me ne tuka

Hitin se na postelju
gluha je ura
a nece me san

Gledan sjene na zidu
i tebe isken
do jutra vajka sam

Ref. 2x

Skifo, skifo
parti mi svaka noc
ako s namo
ne mislis poc'","https://tekstovi.net/2,2448,56393.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/skifo-9129.htm,Škifo,2006 - Dora 2006,2010 - Zlatna kolekcija,,['Duško Rapotec Ute'],['Robert Pilepić'],['Aleksandar Valenčić'],,,,,,Alen Vitasović,Škifo,2:49,Zlatna Kolekcija,2010.0,['Pop'],,2010-Zlatna Kolekcija
H/8bQC7v_1_24,Alen Vitasović,Alen Vitasović,Srebrni lancun,428,"I ova je noc ljubavi tako lipa
ma na oko nece san 
cini mi se svi se ljudi vole
samo ja san sam

Tamaris se jednako zeleni
svitli misec nikad tako pun
priko mora rasiril je krila 
srebrni lancun
 
Ref. 
Kad tamo na pucini svi jahaci mora
zapale prve svice
po rivi par za paron z usnicami dili
slatke komadice srice

Ja posapcen, ca tebi ne fali lito
na obali kaj ca fali i meni
i za kega bor nacinja od iglic
pustelju meku, kad mi tebe vise ni

Ref.

I za kega bor nacinja od iglic
pustelju meku, kad mi tebe vise ni

Ref.

Kad mi tebe vise ni","https://tekstovi.net/2,2448,63794.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/srebrni-lancun-14689.htm,Srebrni lancun,,,,,,,,,,,,Alen Vitasović,Srebrni Lancun,4:15,Zlatna Kolekcija,2010.0,['Pop'],,2010-Zlatna Kolekcija
H/8bQC7v_1_25,Alen Vitasović,Alen Vitasović,Sve bi za nju da,5066,"Svakog dana kad je vidim
ma srce moje stane, zastane na tren
svakog jutra kad se budim
ma opet mislim na nju, koliko ja san njen

Da je oci nevide
nebi za se zna
 
Da je usne poljube
za to sve bi da

Ref.
Ma sve bi za nju ucinija
samo da mi da
da mi da, da je poljubim
i da je grlin ja
sve bi zvizde s ovog neba
za nju skinija
i sve bi za nju da
samo da mi da

Svakog dana kad je vidim
ma srce moje stane, zastane na tren
svakog jutra kad se budim
ma opet mislim na nju, koliko ja san njen

Da je oci ne vide
nebi za se zna

Da je usne poljube
za to sve bi da

Ref.","https://tekstovi.net/2,2448,40440.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/sve-bi-za-nju-da-10695.htm,Sve bi za nju da,2007 - Dora 2007,2010 - Zlatna kolekcija,,['Rudolf Dvorski'],['Rudolf Dvorski'],['Antares'],,,,,,Alen Vitasović,Sve Bi Za Nju Da,3:01,Zlatna Kolekcija,2010.0,['Pop'],,2010-Zlatna Kolekcija
H/8bQC7v_1_26,Alen Vitasović,Alen Vitasović,Zima mi je,179,"Ucim se bez tebe pojti spati
i bez tebe v jutro se zbuditi
ucim jopet mrzlu juhu jisti
po cesti nidi sam hoditi

Ni mi lako, nikako ne gre mi
kaj ditetu ca je racunati
sve ca znan san i jopet cu umiti
ma bez tebe srican necu biti
 
As zima mi je kad blizu te ni
ca mi vridi ovo sve ca iman ja
kada vise nisi ti moja

As zima mi je kad blizu te ni
sve na svitu ove noci ja bin da
samo kad bi poli tebe spa

Aj ni mi lako, nikako ne gre mi
kaj ditetu ca je racunati
sve ca znan san i jopet cu umiti
ma bez tebe srican necu biti","https://tekstovi.net/2,2448,64792.html",,,,,,,,['Alen Vitasović'],https://diskografija.com/pjesma/zima-mi-je-1650.htm,Zima mi je,2004 - Dalmatinska Šansona 2004,2010 - Zlatna kolekcija,,,,,,,,,,Alen Vitasović,Zima Mi Je,3:46,Zlatna Kolekcija,2010.0,['Pop'],,2010-Zlatna Kolekcija
