Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Arranged By_discogs,Lyrics By_discogs,Music By_discogs,Conductor_discogs,Engineer_discogs,Orchestra_discogs,Backing Vocals_discogs,Featuring_discogs,Performer_discogs,Vocals_discogs,Bass Guitar_discogs,Drum Programming_discogs,Guitar_discogs,Keyboards_discogs,Vocals [Duet]_discogs,Featuring [Uncredited]_discogs,Directed By_discogs,Featuring [Piano]_discogs,Cello_discogs,Accordion_discogs,Acoustic Guitar_discogs,Percussion_discogs,Lead Guitar_discogs,Electric Guitar_discogs,Drums_discogs,Flugelhorn_discogs,Mandolin_discogs,Saxophone_discogs,Harmonica_discogs,Choir_discogs,Piano_discogs,Electric Guitar [Solo]_discogs,Album_year_title_discogs,All_albums_discogs
Oliver Dragojević,Oliver Dragojević,Ča Će Mi Copacabana,,Ča Će Mi Copacabana / Na Kraju Puta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ča Će Mi Copacabana / Na Kraju Puta,nan-Ča Će Mi Copacabana / Na Kraju Puta/2006.0-The Platinum Collection/2013.0-100 Originalnih Pjesama/2015.0-The Best Of Collection
Oliver Dragojević,Oliver Dragojević,Na Kraju Puta,,Ča Će Mi Copacabana / Na Kraju Puta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ča Će Mi Copacabana / Na Kraju Puta,"nan-Ča Će Mi Copacabana / Na Kraju Puta/1977.0-Majko, Da Li Znaš / Na Kraju Puta/nan-Malinkonija/nan-100/2006.0-Oliver 1/nan-Momenti/2016.0-Original Album Collection - Vol. 1"
Oliver Dragojević,Oliver Dragojević,2002. Godine U Splitu,,2002. Godine U Splitu / Galeb I Ja,Nenad Vilović,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-2002. Godine U Splitu / Galeb I Ja,1975.0-2002. Godine U Splitu / Galeb I Ja
Oliver Dragojević,Oliver Dragojević,Galeb I Ja,,2002. Godine U Splitu / Galeb I Ja,,1975.0,Stipica Kalogjera,Tomislav Zuppa,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-2002. Godine U Splitu / Galeb I Ja,1975.0-2002. Godine U Splitu / Galeb I Ja/nan-Malinkonija/1979.0-Danijela/nan-Oliver 5/nan-Za Sva Vrimena/nan-Oliver U HNK  ( Solistički Koncert )/nan-Mix - Split - Cvit Mediterana/nan-Sve Najbolje/nan-Oliver U Lisinskom/1997.0-Najveći Hitovi 1990 - 1997/nan-Sećanja 1 /nan-100/1999.0-Balade/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 1/2006.0-Oliver 1/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2010.0-Antologija 1975 - 2010/nan-Noć Nek' Tiho Svira/2012.0-Untitled/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2015.0-The Best Of Collection/2016.0-Original Album Collection - Vol. 1/nan-Kad Mi Dođeš Ti/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Volim Je Ludo,,Volim Je Ludo / Cesta Sunca,Slobodan M. Kovačević,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-Volim Je Ludo / Cesta Sunca,1975.0-Volim Je Ludo / Cesta Sunca/2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,Cesta Sunca,,Volim Je Ludo / Cesta Sunca,,1975.0,Alfi Kabiljo,Toma Polić,Alfi Kabiljo,Alfi Kabiljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-Volim Je Ludo / Cesta Sunca,1975.0-Volim Je Ludo / Cesta Sunca
Oliver Dragojević,Oliver Dragojević,Anđela,,Anđela / Najljepša Si Bila,,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-Anđela / Najljepša Si Bila,1975.0-Anđela / Najljepša Si Bila
Oliver Dragojević,Oliver Dragojević,Najljepša Si Bila,,Anđela / Najljepša Si Bila,,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0-Anđela / Najljepša Si Bila,1975.0-Anđela / Najljepša Si Bila
Oliver Dragojević,Oliver Dragojević,Ljubavna Pjesma,,Ljubavna Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/nan-100/2006.0-Oliver 1/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Picaferaj,,Ljubavna Pjesma,,,,Ante Duplančić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/1979.0-Nocturno/nan-Oliver 5/nan-Oliver U HNK  ( Solistički Koncert )/nan-Oliver U Lisinskom/nan-100/nan-Oliver U Areni/2002.0-Live Zadar 2002/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Djeca Jednog Vijeka,,Ljubavna Pjesma,,,,Tomislav Zuppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Bila Je Jesen,,Ljubavna Pjesma,,,,Dobrica Erić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Što Učinila Si Ti,,Ljubavna Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/nan-Našoj Ljubavi Je Kraj/nan-Malinkonija/nan-Neka Nova Svitanja/nan-Sećanja 1 /nan-100/nan-Oliver U Areni/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 1/2006.0-Oliver 1/2006.0-Oliver 2/nan-A L'Olympia/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2016.0-Original Album Collection - Vol. 1/2016.0-Original Album Collection - Vol. 2/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,"Ne Žuri, Djevojčice",,Ljubavna Pjesma,,,,Dragutin Britvić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/nan-Poeta/nan-100/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Ksantipa,,Ljubavna Pjesma,Mirko Krstičević,,Mirko Krstičević,,,Mirko Krstičević,Mirko Ćorić,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Meni Trebaš Ti,,Ljubavna Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/1978.0-Ključ Života/nan-100/2006.0-Oliver 1/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Prisjećam Se Noćas,,Ljubavna Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Znam Da Me Voliš,,Ljubavna Pjesma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubavna Pjesma,nan-Ljubavna Pjesma/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Pjevaj S Nama,,Pjevaj S Nama / Ne Žuri Djevojčice,,1976.0,,,Davor Rocco,Miljenko Prohaska,,Revijski Orkestar RTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Pjevaj S Nama / Ne Žuri Djevojčice,1976.0-Pjevaj S Nama / Ne Žuri Djevojčice
Oliver Dragojević,Oliver Dragojević,Ne Žuri Djevojčice,,Pjevaj S Nama / Ne Žuri Djevojčice,,1976.0,,,Zdenko Runjić,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Pjevaj S Nama / Ne Žuri Djevojčice,1976.0-Pjevaj S Nama / Ne Žuri Djevojčice/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2016.0-Original Album Collection - Vol. 1/0.0-The Best Of Oliver
Oliver Dragojević,Oliver Dragojević,Prva Ljubav,,Prva Ljubav,,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Prva Ljubav,1976.0-Prva Ljubav/nan-Malinkonija/nan-100/2006.0-The Platinum Collection/2006.0-Oliver 1/2011.0-Antologija 4 (1975 - 2010)/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Djevojka U Crnini,,Prva Ljubav,,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Prva Ljubav,1976.0-Prva Ljubav
Oliver Dragojević,Oliver Dragojević,Našoj Ljubavi Je Kraj,,Našoj Ljubavi Je Kraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Našoj Ljubavi Je Kraj,nan-Našoj Ljubavi Je Kraj/nan-Malinkonija/nan-Sećanja 1 /nan-100/2006.0-The Platinum Collection/2006.0-Oliver 1/nan-Antologija 2 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Skalinada,,Skalinada,Zdenko Runjić,,Stipica Kalogjera,,,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Skalinada,nan-Skalinada/nan-Malinkonija/nan-Oliver 5/nan-Za Sva Vrimena/nan-Oliver U HNK  ( Solistički Koncert )/nan-Sve Najbolje/nan-Sećanja 1 /nan-100/1999.0-Balade/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 1/2006.0-Oliver 1/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2010.0-Antologija 1975 - 2010/2012.0-Untitled/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2015.0-The Best Of Collection/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live/0.0-The Best Of Oliver
Oliver Dragojević,Oliver Dragojević,Zelenu Granu S Tugom Žuta Voća,,Skalinada,,,Miljenko Prohaska,Tin Ujević,Zdenko Runjić,Miljenko Prohaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Skalinada,nan-Skalinada/nan-Poeta/nan-Oliver 5/nan-100/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2011.0-Antologija 4 (1975 - 2010)/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,"Majko, Da Li Znaš",,"Majko, Da Li Znaš / Na Kraju Puta",,1977.0,,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1977.0-Majko, Da Li Znaš / Na Kraju Puta","1977.0-Majko, Da Li Znaš / Na Kraju Puta/nan-Poeta/nan-100/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1"
Oliver Dragojević,Oliver Dragojević,Ako Izgubim Tebe,,Ako Izgubim Tebe,,1977.0,,Zdenko Runjić,Zdenko Runjić,Ranko Rihtman,,Revijski Orkestar RTV Sarajevo,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.0-Ako Izgubim Tebe,1977.0-Ako Izgubim Tebe/nan-Malinkonija/nan-Oliver U Lisinskom/nan-100/nan-Sećanja 2/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Antologija 2 1975 - 2010/2011.0-Antologija 4 (1975 - 2010)/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Fedra,,Ako Izgubim Tebe,,1977.0,,Nena Labić,Zdenko Runjić,Stipica Kalogjera,,Studijski Orkestar Jugotona,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.0-Ako Izgubim Tebe,1977.0-Ako Izgubim Tebe/nan-Poeta/nan-Sećanja 1 /2006.0-Oliver 1/2011.0-Antologija 4 (1975 - 2010)/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Malinkonija,,Malinkonija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Malinkonija,nan-Malinkonija/nan-Malinkonija / Romanca/nan-Oliver 5/nan-Za Sva Vrimena/nan-Oliver U HNK  ( Solistički Koncert )/nan-100/nan-Sećanja 2/1999.0-Balade/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 1/2006.0-Oliver 1/2006.0-Oliver 1/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2010.0-Antologija 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Romanca,,Malinkonija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Malinkonija,"nan-Malinkonija/nan-Malinkonija / Romanca/nan-Oliver 5/nan-Jubavi, Jubavi/nan-Za Sva Vrimena/nan-Oliver U HNK  ( Solistički Koncert )/nan-Sve Najbolje/nan-100/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-Oliver 1/2006.0-Oliver 1/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/nan-Noć Nek' Tiho Svira/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2016.0-Original Album Collection - Vol. 1/nan-Kad Mi Dođeš Ti/2020.0-Original Album Collection – Oliver Live"
Oliver Dragojević,Oliver Dragojević,Nedostaješ Mi Ti,,Malinkonija,,,,Nena Labić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Malinkonija,nan-Malinkonija/nan-Nedostaješ Mi Ti/nan-Sećanja 1 /nan-100/nan-Oliver U Areni/2004.0-Oliver Live/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 1/nan-A L'Olympia/nan-Momenti/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Veče Oproštaja,,Nedostaješ Mi Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nedostaješ Mi Ti,nan-Nedostaješ Mi Ti
Oliver Dragojević,Oliver Dragojević,Poeta,,Poeta / Oprosti Mi Pape,,1978.0,,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Poeta / Oprosti Mi Pape,1978.0-Poeta / Oprosti Mi Pape/nan-Poeta/nan-Oliver 5/nan-Za Sva Vrimena/nan-Oliver U HNK  ( Solistički Koncert )/nan-Sve Najbolje/nan-100/nan-Sećanja 2/1999.0-Balade/2006.0-The Platinum Collection/2006.0-Oliver 1/2006.0-Oliver 1/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Antologija 2 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Oprosti Mi Pape,,Poeta / Oprosti Mi Pape,,1978.0,,Momčilo J. Popadić,,,,,"Klapa ""Trogir""",,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Poeta / Oprosti Mi Pape,1978.0-Poeta / Oprosti Mi Pape/nan-Oliver U HNK  ( Solistički Koncert )/nan-Oliver U Lisinskom/nan-100/1999.0-Balade/nan-Oliver U Areni/2004.0-Oliver Live/2006.0-A L'Olympia/2006.0-The Platinum Collection/nan-A L'Olympia/2010.0-Antologija 1975 - 2010/2012.0-Untitled/2014.0-USA & Canada Tour 2014/2015.0-The Best Of Collection
Oliver Dragojević,Oliver Dragojević,Ključ Života,,Ključ Života,,1978.0,,Nena Labić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Ključ Života,1978.0-Ključ Života/nan-Vjeruj U Ljubav/nan-Oliver U HNK  ( Solistički Koncert )/nan-100/nan-Sećanja 2/1999.0-Balade/nan-Oliver U Areni/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2010.0-Najljepše Ljubavne Pjesme/nan-Antologija 2 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Zbogom Ostaj Ljubavi,,Zbogom Ostaj Ljubavi / Ti Me Vodi Preko Voda,,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Zbogom Ostaj Ljubavi / Ti Me Vodi Preko Voda,1978.0-Zbogom Ostaj Ljubavi / Ti Me Vodi Preko Voda/nan-Poeta/nan-Sećanja 1 /nan-100/1999.0-Balade/2006.0-Oliver 1/nan-Antologija 2 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/nan-Kad Mi Dođeš Ti/0.0-The Best Of Oliver
Oliver Dragojević,Oliver Dragojević,Ti Me Vodi Preko Voda,,Zbogom Ostaj Ljubavi / Ti Me Vodi Preko Voda,,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Zbogom Ostaj Ljubavi / Ti Me Vodi Preko Voda,1978.0-Zbogom Ostaj Ljubavi / Ti Me Vodi Preko Voda/nan-Poeta/nan-100/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2016.0-Original Album Collection - Vol. 1/0.0-The Best Of Oliver
Oliver Dragojević,Oliver Dragojević,Molitva Za Magdalenu,,Molitva Za Magdalenu / Ča Je Život Vengo Fantažija,Zdenko Runjić,1978.0,,,,Stipica Kalogjera,,Studijski Orkestar Jugotona,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Molitva Za Magdalenu / Ča Je Život Vengo Fantažija,1978.0-Molitva Za Magdalenu / Ča Je Život Vengo Fantažija/nan-Poeta/nan-Oliver U HNK  ( Solistički Koncert )/nan-Oliver U Lisinskom/nan-Sećanja 1 /nan-100/1999.0-Balade/nan-Oliver U Areni/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 1/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2010.0-Antologija 1975 - 2010/2010.0-Najljepše Ljubavne Pjesme/nan-Noć Nek' Tiho Svira/2012.0-Untitled/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2015.0-The Best Of Collection/2016.0-Original Album Collection - Vol. 1/2018.0-Do Kraja Vrimena/nan-Kad Mi Dođeš Ti/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Ča Je Život Vengo Fantažija,,Molitva Za Magdalenu / Ča Je Život Vengo Fantažija,,1978.0,,Momčilo J. Popadić,Zdenko Runjić,Miljenko Prohaska,,Revijski Orkestar RTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Molitva Za Magdalenu / Ča Je Život Vengo Fantažija,"1978.0-Molitva Za Magdalenu / Ča Je Život Vengo Fantažija/nan-Poeta/nan-Jubavi, Jubavi/nan-Oliver U HNK  ( Solistički Koncert )/nan-Oliver U Lisinskom/nan-100/2006.0-Oliver 1/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2013.0-100 Originalnih Pjesama/2015.0-The Best Of Collection/2016.0-Original Album Collection - Vol. 1/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live"
Oliver Dragojević,Oliver Dragojević,"Oprosti Mi, Pape",,Poeta,,,,,,,,,,"Klapa ""Trogir""",,,,,,,,,,,,,,,,,,,,,,,,,nan-Poeta,nan-Poeta/nan-Oliver 5/nan-Za Sva Vrimena/nan-Sve Najbolje/nan-Sećanja 1 /2006.0-Oliver 1/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/nan-Kad Mi Dođeš Ti/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Budi Tu,,Budi Tu / Gdje Si Ti?,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Budi Tu / Gdje Si Ti?,1979.0-Budi Tu / Gdje Si Ti?/nan-Đelozija/nan-100/2006.0-Oliver 1/2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,Gdje Si Ti?,,Budi Tu / Gdje Si Ti?,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Budi Tu / Gdje Si Ti?,1979.0-Budi Tu / Gdje Si Ti?
Oliver Dragojević,Oliver Dragojević,Vjeruj U Ljubav,,Vjeruj U Ljubav,,1979.0,,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Vjeruj U Ljubav,1979.0-Vjeruj U Ljubav/nan-Vjeruj U Ljubav/nan-Oliver 5/nan-Oliver U HNK  ( Solistički Koncert )/nan-Sve Najbolje/nan-Oliver U Lisinskom/nan-100/nan-Sećanja 2/1999.0-Balade/nan-Oliver U Areni/nan-Vjeruj U Ljubav/2004.0-Oliver Live/2006.0-A L'Olympia/2006.0-The Platinum Collection/2006.0-Oliver 1/2006.0-Oliver 1/2006.0-Oliver 2/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2010.0-Antologija 1975 - 2010/2012.0-Untitled/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2015.0-The Best Of Collection/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Vagabundo,,Vjeruj U Ljubav,,1979.0,,Jakša Fiamengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Vjeruj U Ljubav,1979.0-Vjeruj U Ljubav/nan-Vjeruj U Ljubav/nan-Sve Najbolje/nan-Sećanja 1 /nan-100/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2010.0-Antologija 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/0.0-The Best Of Oliver
Oliver Dragojević,Oliver Dragojević,Nocturno,,Nocturno,,1979.0,,Jakša Fiamengo,,Zvonimir Skerl,,Revijski Orkestar RTB,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Nocturno,1979.0-Nocturno/nan-Vjeruj U Ljubav/nan-100/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2010.0-Antologija 1975 - 2010/2010.0-Najljepše Ljubavne Pjesme/nan-Noć Nek' Tiho Svira/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2016.0-Original Album Collection - Vol. 1/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Danijela,,Danijela,,1979.0,,Nena Labić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0-Danijela,1979.0-Danijela/nan-Vjeruj U Ljubav/nan-100/2006.0-Oliver 1/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/0.0-The Best Of Oliver
Oliver Dragojević,Oliver Dragojević,Ostavljam Te Samu,5:10,Vjeruj U Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/nan-Oliver U Lisinskom/nan-100/nan-Sećanja 2/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2010.0-Najljepše Ljubavne Pjesme/nan-Antologija 2 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2020.0-Original Album Collection – Oliver Live
Oliver Dragojević,Oliver Dragojević,Ljubav Je Tvoja Kao Vino,4:15,Vjeruj U Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/nan-100/nan-Sećanja 2/1999.0-Balade/nan-Vjeruj U Ljubav/2006.0-Oliver 1/2006.0-Oliver 2/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2010.0-Antologija 1975 - 2010/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1/2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Sat Klavira,3:30,Vjeruj U Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/2006.0-Oliver 1/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Balada O Ćaćinom Satu,4:50,Vjeruj U Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/nan-100/2006.0-Oliver 1/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Mors Amoris,4:40,Vjeruj U Ljubav,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Vjeruj U Ljubav,nan-Vjeruj U Ljubav/nan-100/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Piva Klapa Ispo' Volta,,Oliver 5,,,,,,,,,,,"Klapa ""Trogir""",,,,,,,,,,,,,,,,,,,,,,,,nan-Oliver 5,"nan-Oliver 5/nan-Nadalina/nan-Jubavi, Jubavi/nan-Za Sva Vrimena/nan-Oliver U HNK  ( Solistički Koncert )/nan-Sve Najbolje/nan-100/nan-Sećanja 2/2006.0-The Platinum Collection/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2013.0-100 Originalnih Pjesama/2020.0-Original Album Collection – Oliver Live"
