lemma,upos,Artist_name,Song,Song_ID,Lyrics_url,Views
drag,ADJ,Mišo Kovač,A kad se tebi opet vratim,zT3Xu5sD_1_0,"https://tekstovi.net/2,692,63166.html",586
sav,ADJ,Mišo Kovač,Adios amor,zT3Xu5sD_1_1,"https://tekstovi.net/2,692,60164.html",1272
mali,ADJ,Mišo Kovač,Adios amor,zT3Xu5sD_1_1,"https://tekstovi.net/2,692,60164.html",1272
sretan,ADJ,Mišo Kovač,Adios amor,zT3Xu5sD_1_1,"https://tekstovi.net/2,692,60164.html",1272
ran,ADJ,Mišo Kovač,Ako me ostaviš,zT3Xu5sD_1_2,https://lyricstranslate.com/en/ako-me-ostavis-if-you-leave-me.html-0,113769
drugi,ADJ,Mišo Kovač,Ako me ostaviš,zT3Xu5sD_1_2,https://lyricstranslate.com/en/ako-me-ostavis-if-you-leave-me.html-0,113769
sav,ADJ,Mišo Kovač,Ako me ostaviš,zT3Xu5sD_1_2,https://lyricstranslate.com/en/ako-me-ostavis-if-you-leave-me.html-0,113769
tvrd,ADJ,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
kameni,ADJ,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
topao,ADJ,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
drugi,ADJ,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
mio,ADJ,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
sretan,ADJ,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
sam,ADJ,Mišo Kovač,Bez rastanka suza nema,zT3Xu5sD_1_5,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bez-rastanka-suza-nema.html,1082
sav,ADJ,Mišo Kovač,Bez rastanka suza nema,zT3Xu5sD_1_5,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bez-rastanka-suza-nema.html,1082
sav,ADJ,Mišo Kovač,Bijela lađa,zT3Xu5sD_1_6,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bijela-ladja.html,382
bijel,ADJ,Mišo Kovač,Bijela lađa,zT3Xu5sD_1_6,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bijela-ladja.html,382
dalek,ADJ,Mišo Kovač,Bijela lađa,zT3Xu5sD_1_6,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bijela-ladja.html,382
tuđ,ADJ,Mišo Kovač,Bijela lađa,zT3Xu5sD_1_6,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bijela-ladja.html,382
drag,ADJ,Mišo Kovač,Bijela lađa,zT3Xu5sD_1_6,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bijela-ladja.html,382
jedini,ADJ,Mišo Kovač,Bijela lađa,zT3Xu5sD_1_6,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bijela-ladja.html,382
star,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
prvi,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
slavan,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
cijel,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
bijel,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
plav,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
sav,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
vjeran,ADJ,Mišo Kovač,Bili ! Bili !,zT3Xu5sD_1_7,"https://tekstovi.net/2,692,63167.html",366
usni,ADJ,Mišo Kovač,Bit ću daleko,zT3Xu5sD_1_8,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bit-cu-daleko.html,312
sav,ADJ,Mišo Kovač,Bit ću daleko,zT3Xu5sD_1_8,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bit-cu-daleko.html,312
