lemma,upos,Artist_name,Song,Song_ID,Lyrics_url,Views
toliko,ADV,Mišo Kovač,Da je duzi moj dan,zT3Xu5sD_1_12,"https://tekstovi.net/2,692,47405.html",3694
još,ADV,Mišo Kovač,Da je duzi moj dan,zT3Xu5sD_1_12,"https://tekstovi.net/2,692,47405.html",3694
samo,ADV,Mišo Kovač,Da je duzi moj dan,zT3Xu5sD_1_12,"https://tekstovi.net/2,692,47405.html",3694
sad,ADV,Mišo Kovač,Da je duzi moj dan,zT3Xu5sD_1_12,"https://tekstovi.net/2,692,47405.html",3694
dosta,ADV,Mišo Kovač,Da li je to ljubav prava,zT3Xu5sD_1_13,"https://tekstovi.net/2,692,62438.html",748
uvijek,ADV,Mišo Kovač,Da li je to ljubav prava,zT3Xu5sD_1_13,"https://tekstovi.net/2,692,62438.html",748
mnogo,ADV,Mišo Kovač,Da li je to ljubav prava,zT3Xu5sD_1_13,"https://tekstovi.net/2,692,62438.html",748
dugo,ADV,Mišo Kovač,Da li je to ljubav prava,zT3Xu5sD_1_13,"https://tekstovi.net/2,692,62438.html",748
još,ADV,Mišo Kovač,Da li je to ljubav prava,zT3Xu5sD_1_13,"https://tekstovi.net/2,692,62438.html",748
gdje,ADV,Mišo Kovač,Da li je to ljubav prava,zT3Xu5sD_1_13,"https://tekstovi.net/2,692,62438.html",748
dvaput,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
još,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
malo,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
dobro,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
puno,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
mnogo,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
zajedno,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
koliko,ADV,Mišo Kovač,Da se dvaput vrate,zT3Xu5sD_1_14,"https://tekstovi.net/2,692,52923.html",4280
zašto,ADV,Mišo Kovač,Dalmacija u mom oku,zT3Xu5sD_1_15,https://lyricstranslate.com/en/dalmacija-u-mom-oku-dalmacija-my-eye.html,75101
opet,ADV,Mišo Kovač,Dalmacija u mom oku,zT3Xu5sD_1_15,https://lyricstranslate.com/en/dalmacija-u-mom-oku-dalmacija-my-eye.html,75101
samo,ADV,Mišo Kovač,Dalmacija u mom oku,zT3Xu5sD_1_15,https://lyricstranslate.com/en/dalmacija-u-mom-oku-dalmacija-my-eye.html,75101
možda,ADV,Mišo Kovač,Dalmacija u mom oku,zT3Xu5sD_1_15,https://lyricstranslate.com/en/dalmacija-u-mom-oku-dalmacija-my-eye.html,75101
negdje,ADV,Mišo Kovač,Dalmacija u mom oku,zT3Xu5sD_1_15,https://lyricstranslate.com/en/dalmacija-u-mom-oku-dalmacija-my-eye.html,75101
tu,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
gdje,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
mnogo,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
isto,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
još,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
samo,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
doma,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
mirno,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
prije,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
tako,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
noću,ADV,Mišo Kovač,Dalmaciju dišem misto zraka,zT3Xu5sD_1_16,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html,400
uvijek,ADV,Mišo Kovač,Dalmatinac,zT3Xu5sD_1_17,https://lyricstranslate.com/en/dalmatinac-dalmatian.html,13462
noću,ADV,Mišo Kovač,Dalmatinac,zT3Xu5sD_1_17,https://lyricstranslate.com/en/dalmatinac-dalmatian.html,13462
danju,ADV,Mišo Kovač,Dalmatinac,zT3Xu5sD_1_17,https://lyricstranslate.com/en/dalmatinac-dalmatian.html,13462
mnogo,ADV,Mišo Kovač,Dalmatinska,zT3Xu5sD_1_18,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinska.html,392
jako,ADV,Mišo Kovač,Dalmatinska,zT3Xu5sD_1_18,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinska.html,392
sutra,ADV,Mišo Kovač,Dalmatinska,zT3Xu5sD_1_18,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinska.html,392
već,ADV,Mišo Kovač,Dalmatinska,zT3Xu5sD_1_18,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinska.html,392
kud,ADV,Mišo Kovač,Dalmatinske lipe oči,zT3Xu5sD_1_19,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinske-lipe-oci.html,12679
samo,ADV,Mišo Kovač,Dalmatinske lipe oči,zT3Xu5sD_1_19,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinske-lipe-oci.html,12679
jedva,ADV,Mišo Kovač,Dalmatinske lipe oči,zT3Xu5sD_1_19,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinske-lipe-oci.html,12679
mnogo,ADV,Mišo Kovač,Dalmatinske lipe oči,zT3Xu5sD_1_19,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinske-lipe-oci.html,12679
svud,ADV,Mišo Kovač,Dalmatinske lipe oči,zT3Xu5sD_1_19,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinske-lipe-oci.html,12679
vjerno,ADV,Mišo Kovač,Dalmatinske lipe oči,zT3Xu5sD_1_19,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinske-lipe-oci.html,12679
već,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
tad,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
jednom,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
dobro,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
uvijek,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
isto,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
škrto,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
mirno,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
sad,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
gdje,ADV,Mišo Kovač,"Dobra ti vecer, mati moja",zT3Xu5sD_1_20,https://lyricstranslate.com/en/dobra-ti-vecer-mati-moja-good-night-my-mum.html,14527
brzo,ADV,Mišo Kovač,Drugi joj raspliće kosu,zT3Xu5sD_1_21,https://lyricstranslate.com/en/drugi-joj-raspli%C4%87e-kosu-another-one-untangles-her-hair.html,87225
nikada,ADV,Mišo Kovač,Drugi joj raspliće kosu,zT3Xu5sD_1_21,https://lyricstranslate.com/en/drugi-joj-raspli%C4%87e-kosu-another-one-untangles-her-hair.html,87225
mnogo,ADV,Mišo Kovač,Drugi joj raspliće kosu,zT3Xu5sD_1_21,https://lyricstranslate.com/en/drugi-joj-raspli%C4%87e-kosu-another-one-untangles-her-hair.html,87225
malo,ADV,Mišo Kovač,Dušu sam dao,zT3Xu5sD_1_22,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dusu-sam-dao.html,5276
dosta,ADV,Mišo Kovač,Dušu sam dao,zT3Xu5sD_1_22,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dusu-sam-dao.html,5276
samo,ADV,Mišo Kovač,Dušu sam dao,zT3Xu5sD_1_22,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dusu-sam-dao.html,5276
sada,ADV,Mišo Kovač,Dušu sam dao,zT3Xu5sD_1_22,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dusu-sam-dao.html,5276
nikad,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
gdje,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
noćas,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
zašto,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
mnogo,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
samo,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
kako,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
lako,ADV,Mišo Kovač,Gdje ste noćas prijatelji,zT3Xu5sD_1_23,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-ste-nocas-prijatelji.html,19065
gdje,ADV,Mišo Kovač,Gdje su sada one noći,zT3Xu5sD_1_24,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-su-sada-one-noci.html,4639
sada,ADV,Mišo Kovač,Gdje su sada one noći,zT3Xu5sD_1_24,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-su-sada-one-noci.html,4639
skupa,ADV,Mišo Kovač,Gdje su sada one noći,zT3Xu5sD_1_24,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-su-sada-one-noci.html,4639
tamo,ADV,Mišo Kovač,Gdje su sada one noći,zT3Xu5sD_1_24,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-su-sada-one-noci.html,4639
tada,ADV,Mišo Kovač,"Gitaro moja, jedini druže",zT3Xu5sD_1_25,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gitaro-moja-jedini-druze.html,243
malo,ADV,Mišo Kovač,"Gitaro moja, jedini druže",zT3Xu5sD_1_25,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gitaro-moja-jedini-druze.html,243
mnogo,ADV,Mišo Kovač,"Gitaro moja, jedini druže",zT3Xu5sD_1_25,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gitaro-moja-jedini-druze.html,243
jučer,ADV,Mišo Kovač,"Gitaro moja, jedini druže",zT3Xu5sD_1_25,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gitaro-moja-jedini-druze.html,243
već,ADV,Mišo Kovač,"Gitaro moja, jedini druže",zT3Xu5sD_1_25,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gitaro-moja-jedini-druze.html,243
dugo,ADV,Mišo Kovač,"Gitaro moja, jedini druže",zT3Xu5sD_1_25,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gitaro-moja-jedini-druze.html,243
sada,ADV,Mišo Kovač,"Gitaro moja, jedini druže",zT3Xu5sD_1_25,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gitaro-moja-jedini-druze.html,243
sada,ADV,Mišo Kovač,Grobovi im nikad oprostiti neće,zT3Xu5sD_1_26,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/grobovi-im-nikad-oprostiti-nece.html,11706
sad,ADV,Mišo Kovač,Grobovi im nikad oprostiti neće,zT3Xu5sD_1_26,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/grobovi-im-nikad-oprostiti-nece.html,11706
mnogo,ADV,Mišo Kovač,Grobovi im nikad oprostiti neće,zT3Xu5sD_1_26,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/grobovi-im-nikad-oprostiti-nece.html,11706
jako,ADV,Mišo Kovač,Grobovi im nikad oprostiti neće,zT3Xu5sD_1_26,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/grobovi-im-nikad-oprostiti-nece.html,11706
nikad,ADV,Mišo Kovač,Grobovi im nikad oprostiti neće,zT3Xu5sD_1_26,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/grobovi-im-nikad-oprostiti-nece.html,11706
gdje,ADV,Mišo Kovač,Grobovi im nikad oprostiti neće,zT3Xu5sD_1_26,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/grobovi-im-nikad-oprostiti-nece.html,11706
sad,ADV,Mišo Kovač,"Hej, vi borci",zT3Xu5sD_1_27,"https://tekstovi.net/2,692,56218.html",1166
još,ADV,Mišo Kovač,"Hej, vi borci",zT3Xu5sD_1_27,"https://tekstovi.net/2,692,56218.html",1166
tu,ADV,Mišo Kovač,Herceg-Bosna (To je zemlja gdje zive Hrvati),zT3Xu5sD_1_28,"https://tekstovi.net/2,692,49035.html",6576
gdje,ADV,Mišo Kovač,Herceg-Bosna (To je zemlja gdje zive Hrvati),zT3Xu5sD_1_28,"https://tekstovi.net/2,692,49035.html",6576
vječno,ADV,Mišo Kovač,Herceg-Bosna (To je zemlja gdje zive Hrvati),zT3Xu5sD_1_28,"https://tekstovi.net/2,692,49035.html",6576
sad,ADV,Mišo Kovač,Htjela to ti ili ne,zT3Xu5sD_1_29,"https://tekstovi.net/2,692,64904.html",102
ipak,ADV,Mišo Kovač,Htjela to ti ili ne,zT3Xu5sD_1_29,"https://tekstovi.net/2,692,64904.html",102
jednom,ADV,Mišo Kovač,Htjela to ti ili ne,zT3Xu5sD_1_29,"https://tekstovi.net/2,692,64904.html",102
tad,ADV,Mišo Kovač,Htjela to ti ili ne,zT3Xu5sD_1_29,"https://tekstovi.net/2,692,64904.html",102
već,ADV,Mišo Kovač,I dođe dan,zT3Xu5sD_1_30,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/i-dodje-dan.html,1054
sad,ADV,Mišo Kovač,Izgubljena ljubav,zT3Xu5sD_1_31,"https://tekstovi.net/2,692,64286.html",316
